Ident      : Friedri     
Location   : CN test
Serial No  : 00
Sam Rate: 1 s
  Slowest  : 1 s
  Fa   : 2 re Re : 6 ate me;CN-SWU;CN-SWL;CN-LWU;CN-LWL;CN-TempK;CN-TempC;CNSWU#B7;CNSWL#B;CNU#B;CN#B;CN00;CN#B;CN;CN#B7
Kind;AI;AI;AI;AI;AI;CA;CA;CA;CA;CA;CA;CA;CA;CA
Unit; mm; mm; mm; mm; °K;°C;W;W;W;w;%;m2;m2;
07.10.2017 02:51:00;-0.27;-0.23;-0.53;-0.28;288.04;14.89;-21.97;-19.73;352.46;356.64;89.79;-2.25;-4.18;-6.42;
07.10.2017 02:52:00;-0.27;-0.23;-0.53;-0.28;288.06;14.91;-22.14;-20.17;352.93;356.23;91.12;-1.96;-3.31;-5.27;
07.10.2017 02:53:00;-0.28;-0.24;-0.53;-0.28;288.04;14.89;-22.45;-21.10;352.86;356.14;94.00;-1.35;-3.28;-4.62;
07.10.2017 02:54:00;-0.28;-0.25;-0.53;-0.28;288.01;14.86;-22.90;-21.50;352.69;355.82;93.86;-1.41;-3.13;-4.53;
07.10.2017 02:55:00;-0.29;-0.25;-0.52;-0.28;288.02;14.87;-23.36;-21.79;353.21;356.18;93.29;-1.57;-2.97;-4.54;
07.10.2017 02:56:00;-0.28;-0.25;-0.53;-0.28;287.99;14.84;-22.94;-21.50;352.33;356.35;93.74;-1.44;-4.03;-5.47;
07.10.2017 02:57:00;-0.29;-0.24;-0.51;-0.28;287.94;14.79;-23.49;-21.36;353.19;356.14;90.97;-2.13;-2.95;-5.07;
07.10.2017 02:58:00;-0.28;-0.24;-0.51;-0.27;287.97;14.82;-23.03;-20.95;353.80;356.49;90.98;-2.08;-2.69;-4.77;
07.10.2017 02:59:00;-0.29;-0.23;-0.51;-0.27;287.94;14.79;-23.24;-20.49;353.33;356.46;88.16;-2.75;-3.13;-5.88;
07.10.2017 03:00:00;-0.29;-0.23;-0.51;-0.28;287.95;14.80;-23.16;-20.20;353.56;356.22;87.24;-2.96;-2.67;-5.62;
07.10.2017 03:01:00;-0.30;-0.23;-0.51;-0.27;287.95;14.80;-24.05;-20.41;353.48;356.35;84.90;-3.64;-2.87;-6.51;
07.10.2017 03:02:00;-0.30;-0.23;-0.51;-0.27;287.96;14.81;-24.04;-20.29;353.75;356.43;84.39;-3.75;-2.68;-6.43;
07.10.2017 03:03:00;-0.29;-0.23;-0.51;-0.27;287.95;14.80;-23.66;-20.00;353.62;356.35;84.50;-3.67;-2.73;-6.39;
07.10.2017 03:04:00;-0.29;-0.23;-0.51;-0.27;287.91;14.76;-23.41;-19.85;353.18;356.13;84.78;-3.57;-2.95;-6.52;
07.10.2017 03:05:00;-0.30;-0.24;-0.51;-0.28;287.88;14.73;-24.32;-20.61;353.32;355.77;84.74;-3.71;-2.45;-6.16;
07.10.2017 03:06:00;-0.30;-0.24;-0.51;-0.27;287.87;14.72;-24.02;-20.86;353.44;355.99;86.88;-3.15;-2.54;-5.69;
07.10.2017 03:07:00;-0.29;-0.24;-0.50;-0.27;287.86;14.71;-23.80;-20.74;353.54;355.90;87.12;-3.07;-2.36;-5.43;
07.10.2017 03:08:00;-0.29;-0.24;-0.50;-0.27;287.83;14.68;-23.76;-20.96;353.43;355.87;88.23;-2.80;-2.44;-5.23;
07.10.2017 03:09:00;-0.30;-0.24;-0.50;-0.27;287.83;14.68;-23.92;-20.99;353.76;356.02;87.77;-2.93;-2.25;-5.18;
07.10.2017 03:10:00;-0.29;-0.23;-0.50;-0.27;287.86;14.71;-23.53;-20.44;353.86;356.53;86.85;-3.09;-2.67;-5.76;
07.10.2017 03:11:00;-0.28;-0.22;-0.50;-0.27;287.89;14.74;-23.04;-19.50;353.72;356.63;84.60;-3.55;-2.91;-6.46;
07.10.2017 03:12:00;-0.30;-0.23;-0.50;-0.27;287.90;14.75;-23.89;-19.66;353.62;356.21;82.31;-4.23;-2.60;-6.82;
07.10.2017 03:13:00;-0.30;-0.24;-0.50;-0.28;287.87;14.72;-24.58;-20.89;353.81;355.76;84.98;-3.69;-1.95;-5.64;
07.10.2017 03:14:00;-0.30;-0.24;-0.50;-0.27;287.86;14.71;-24.46;-21.22;353.65;356.41;86.79;-3.24;-2.76;-5.99;
07.10.2017 03:15:00;-0.29;-0.24;-0.50;-0.27;287.85;14.70;-23.29;-20.64;353.74;356.25;88.64;-2.65;-2.51;-5.16;
07.10.2017 03:16:00;-0.29;-0.24;-0.50;-0.27;287.84;14.69;-23.22;-21.05;353.50;356.33;90.68;-2.17;-2.83;-5.00;
07.10.2017 03:17:00;-0.27;-0.23;-0.50;-0.27;287.84;14.69;-22.13;-20.25;353.38;356.47;91.53;-1.88;-3.09;-4.96;
07.10.2017 03:18:00;-0.29;-0.23;-0.50;-0.27;287.80;14.65;-23.14;-20.20;353.10;355.61;87.29;-2.94;-2.51;-5.46;
07.10.2017 03:19:00;-0.30;-0.24;-0.50;-0.27;287.79;14.64;-24.05;-20.91;353.40;355.72;86.94;-3.14;-2.32;-5.46;
07.10.2017 03:20:00;-0.30;-0.24;-0.50;-0.27;287.77;14.62;-24.44;-21.02;353.40;355.92;86.01;-3.42;-2.52;-5.94;
07.10.2017 03:21:00;-0.29;-0.24;-0.50;-0.27;287.77;14.62;-23.53;-20.86;353.35;356.24;88.67;-2.67;-2.89;-5.55;
07.10.2017 03:22:00;-0.28;-0.23;-0.50;-0.27;287.78;14.63;-22.50;-20.13;353.38;355.93;89.46;-2.37;-2.55;-4.92;
07.10.2017 03:23:00;-0.29;-0.24;-0.50;-0.27;287.69;14.54;-23.50;-20.71;352.59;355.27;88.16;-2.79;-2.68;-5.47;
07.10.2017 03:24:00;-0.31;-0.24;-0.50;-0.27;287.65;14.50;-25.35;-21.02;352.64;355.53;82.93;-4.33;-2.88;-7.21;
07.10.2017 03:25:00;-0.32;-0.24;-0.49;-0.27;287.61;14.46;-25.70;-21.15;353.31;355.15;82.32;-4.54;-1.85;-6.39;
07.10.2017 03:26:00;-0.31;-0.24;-0.49;-0.26;287.59;14.44;-25.33;-21.23;353.14;355.65;83.81;-4.10;-2.51;-6.62;
07.10.2017 03:27:00;-0.31;-0.24;-0.48;-0.26;287.56;14.41;-25.01;-21.05;353.32;355.82;84.18;-3.96;-2.50;-6.46;
07.10.2017 03:28:00;-0.30;-0.23;-0.49;-0.26;287.56;14.41;-24.54;-19.82;352.90;356.07;80.75;-4.72;-3.17;-7.90;
07.10.2017 03:29:00;-0.30;-0.22;-0.49;-0.26;287.54;14.39;-24.54;-19.44;352.92;355.80;79.21;-5.10;-2.88;-7.98;
07.10.2017 03:30:00;-0.30;-0.21;-0.49;-0.26;287.55;14.40;-24.27;-18.48;352.70;355.95;76.17;-5.79;-3.26;-9.04;
07.10.2017 03:31:00;-0.31;-0.22;-0.49;-0.26;287.55;14.40;-24.73;-19.15;352.79;355.58;77.43;-5.58;-2.79;-8.37;
07.10.2017 03:32:00;-0.31;-0.23;-0.49;-0.26;287.50;14.35;-24.96;-19.77;352.48;355.15;79.20;-5.20;-2.67;-7.86;
07.10.2017 03:33:00;-0.31;-0.24;-0.48;-0.26;287.47;14.32;-25.05;-20.58;352.90;354.98;82.17;-4.47;-2.08;-6.55;
07.10.2017 03:34:00;-0.30;-0.23;-0.49;-0.26;287.47;14.32;-24.35;-20.38;352.68;355.41;83.68;-3.98;-2.73;-6.70;
07.10.2017 03:35:00;-0.31;-0.24;-0.48;-0.26;287.43;14.28;-25.18;-20.61;352.73;355.02;81.83;-4.58;-2.29;-6.86;
07.10.2017 03:36:00;-0.31;-0.24;-0.48;-0.26;287.38;14.23;-24.81;-20.76;352.42;355.11;83.72;-4.04;-2.69;-6.73;
07.10.2017 03:37:00;-0.30;-0.24;-0.48;-0.26;287.34;14.19;-23.91;-20.60;352.39;355.11;86.18;-3.31;-2.72;-6.03;
07.10.2017 03:38:00;-0.29;-0.23;-0.48;-0.26;287.29;14.14;-23.68;-20.03;352.04;354.94;84.61;-3.65;-2.90;-6.55;
07.10.2017 03:39:00;-0.29;-0.23;-0.47;-0.26;287.23;14.08;-23.49;-20.37;352.27;354.48;86.73;-3.12;-2.21;-5.33;
07.10.2017 03:40:00;-0.29;-0.23;-0.47;-0.26;287.20;14.05;-23.27;-20.44;352.16;354.49;87.87;-2.82;-2.33;-5.15;
07.10.2017 03:41:00;-0.29;-0.24;-0.47;-0.25;287.16;14.01;-23.47;-20.63;352.13;354.49;87.90;-2.84;-2.36;-5.20;
07.10.2017 03:42:00;-0.28;-0.23;-0.47;-0.25;287.14;13.99;-22.75;-20.31;352.04;354.75;89.29;-2.44;-2.71;-5.15;
07.10.2017 03:43:00;-0.28;-0.23;-0.47;-0.25;287.12;13.97;-22.64;-20.10;352.12;354.69;88.77;-2.54;-2.57;-5.11;
07.10.2017 03:44:00;-0.28;-0.23;-0.47;-0.25;287.11;13.96;-22.29;-19.83;352.00;354.63;89.01;-2.45;-2.63;-5.08;
07.10.2017 03:45:00;-0.28;-0.23;-0.47;-0.25;287.10;13.95;-22.51;-19.91;352.04;354.69;88.45;-2.60;-2.65;-5.25;
07.10.2017 03:46:00;-0.27;-0.23;-0.46;-0.25;287.10;13.95;-22.06;-19.69;352.44;354.50;89.26;-2.37;-2.06;-4.43;
07.10.2017 03:47:00;-0.27;-0.23;-0.46;-0.25;287.07;13.92;-22.05;-19.88;352.08;354.55;90.19;-2.17;-2.47;-4.64;
07.10.2017 03:48:00;-0.28;-0.23;-0.46;-0.25;287.04;13.89;-23.03;-19.99;352.29;354.53;86.80;-3.05;-2.24;-5.28;
07.10.2017 03:49:00;-0.28;-0.23;-0.46;-0.25;287.01;13.86;-22.92;-19.87;352.22;354.58;86.69;-3.05;-2.35;-5.41;
07.10.2017 03:50:00;-0.29;-0.23;-0.45;-0.25;286.97;13.82;-23.30;-20.12;352.56;354.38;86.36;-3.18;-1.81;-4.99;
07.10.2017 03:51:00;-0.29;-0.23;-0.45;-0.24;286.95;13.80;-23.53;-19.71;352.47;354.83;83.77;-3.82;-2.36;-6.18;
07.10.2017 03:52:00;-0.29;-0.22;-0.45;-0.24;286.95;13.80;-23.18;-19.40;352.56;354.98;83.69;-3.78;-2.41;-6.20;
07.10.2017 03:53:00;-0.28;-0.22;-0.45;-0.24;286.95;13.80;-22.75;-18.91;352.46;355.08;83.14;-3.84;-2.61;-6.45;
07.10.2017 03:54:00;-0.28;-0.21;-0.45;-0.24;286.94;13.79;-22.76;-18.48;352.46;354.82;81.19;-4.28;-2.35;-6.64;
07.10.2017 03:55:00;-0.27;-0.21;-0.45;-0.24;286.96;13.81;-22.11;-18.48;352.57;354.89;83.59;-3.63;-2.32;-5.95;
07.10.2017 03:56:00;-0.27;-0.21;-0.45;-0.24;287.01;13.86;-21.89;-18.32;352.81;355.17;83.69;-3.57;-2.35;-5.93;
07.10.2017 03:57:00;-0.27;-0.21;-0.45;-0.24;287.05;13.90;-21.62;-18.38;352.90;355.10;85.01;-3.24;-2.21;-5.45;
07.10.2017 03:58:00;-0.28;-0.22;-0.45;-0.24;287.06;13.91;-22.56;-19.16;352.89;355.18;84.96;-3.39;-2.29;-5.68;
07.10.2017 03:59:00;-0.27;-0.22;-0.45;-0.24;287.08;13.93;-22.20;-18.94;352.78;355.35;85.34;-3.26;-2.57;-5.83;
07.10.2017 04:00:00;-0.27;-0.21;-0.45;-0.24;287.11;13.96;-21.77;-18.64;352.95;355.45;85.61;-3.13;-2.51;-5.64;
07.10.2017 04:01:00;-0.27;-0.21;-0.46;-0.25;287.13;13.98;-22.10;-18.77;352.92;355.40;84.97;-3.32;-2.48;-5.80;
07.10.2017 04:02:00;-0.28;-0.21;-0.46;-0.25;287.14;13.99;-22.45;-18.67;352.77;355.45;83.16;-3.78;-2.68;-6.46;
07.10.2017 04:03:00;-0.28;-0.22;-0.46;-0.25;287.12;13.97;-22.52;-19.13;352.78;355.03;84.94;-3.39;-2.25;-5.64;
07.10.2017 04:04:00;-0.29;-0.22;-0.45;-0.25;287.15;14.00;-23.20;-19.11;353.26;355.17;82.38;-4.09;-1.91;-6.00;
07.10.2017 04:05:00;-0.29;-0.23;-0.45;-0.24;287.16;14.01;-23.38;-19.72;353.26;355.65;84.37;-3.66;-2.40;-6.05;
07.10.2017 04:06:00;-0.27;-0.22;-0.46;-0.24;287.17;14.02;-22.07;-19.01;353.22;355.81;86.13;-3.06;-2.58;-5.64;
07.10.2017 04:07:00;-0.28;-0.21;-0.46;-0.25;287.16;14.01;-22.58;-18.76;352.93;355.61;83.09;-3.82;-2.68;-6.50;
07.10.2017 04:08:00;-0.28;-0.22;-0.46;-0.25;287.18;14.03;-22.85;-19.12;353.25;355.58;83.65;-3.74;-2.33;-6.07;
07.10.2017 04:09:00;-0.29;-0.22;-0.45;-0.25;287.20;14.05;-23.17;-19.14;353.42;355.66;82.65;-4.02;-2.24;-6.27;
07.10.2017 04:10:00;-0.28;-0.22;-0.46;-0.24;287.24;14.09;-22.99;-19.04;353.57;356.13;82.85;-3.95;-2.56;-6.51;
07.10.2017 04:11:00;-0.26;-0.21;-0.46;-0.24;287.28;14.13;-21.25;-18.44;353.53;356.32;86.80;-2.81;-2.79;-5.60;
07.10.2017 04:12:00;-0.27;-0.22;-0.46;-0.25;287.30;14.15;-21.86;-18.82;353.74;355.84;86.10;-3.05;-2.10;-5.15;
07.10.2017 04:13:00;-0.27;-0.21;-0.46;-0.25;287.36;14.21;-21.93;-18.44;353.68;356.39;84.10;-3.49;-2.71;-6.20;
07.10.2017 04:14:00;-0.27;-0.21;-0.47;-0.25;287.39;14.24;-22.17;-18.12;353.65;356.07;81.74;-4.05;-2.42;-6.48;
07.10.2017 04:15:00;-0.29;-0.21;-0.47;-0.25;287.41;14.26;-23.48;-18.39;353.55;356.25;78.34;-5.09;-2.71;-7.79;
07.10.2017 04:16:00;-0.30;-0.21;-0.46;-0.25;287.39;14.24;-24.34;-18.67;353.73;356.06;76.71;-5.67;-2.33;-8.00;
07.10.2017 04:17:00;-0.31;-0.22;-0.46;-0.25;287.37;14.22;-24.95;-19.29;353.85;355.99;77.32;-5.66;-2.14;-7.79;
07.10.2017 04:18:00;-0.30;-0.21;-0.46;-0.25;287.38;14.23;-24.23;-18.77;353.97;356.39;77.48;-5.46;-2.42;-7.88;
07.10.2017 04:19:00;-0.30;-0.21;-0.46;-0.25;287.38;14.23;-24.21;-18.74;353.94;356.43;77.40;-5.47;-2.49;-7.96;
07.10.2017 04:19:00;-0.29;-0.21;-0.46;-0.25;287.37;14.22;-23.39;-18.32;353.76;356.46;78.30;-5.07;-2.69;-7.76;
07.10.2017 04:21:00;-0.29;-0.22;-0.46;-0.25;287.36;14.21;-23.54;-18.92;353.83;356.10;80.37;-4.62;-2.27;-6.89;
07.10.2017 04:22:00;-0.29;-0.22;-0.46;-0.25;287.39;14.24;-23.43;-18.92;353.85;356.56;80.75;-4.51;-2.71;-7.22;
07.10.2017 04:23:00;-0.29;-0.21;-0.46;-0.25;287.41;14.26;-23.37;-18.43;353.83;356.64;78.87;-4.94;-2.81;-7.75;
07.10.2017 04:24:00;-0.29;-0.21;-0.47;-0.25;287.40;14.25;-23.73;-18.33;353.58;356.25;77.27;-5.40;-2.67;-8.06;
07.10.2017 04:25:00;-0.30;-0.22;-0.46;-0.25;287.37;14.22;-24.55;-18.89;353.70;356.22;76.94;-5.66;-2.52;-8.18;
07.10.2017 04:26:00;-0.30;-0.21;-0.46;-0.25;287.35;14.20;-24.51;-18.69;353.73;356.28;76.27;-5.82;-2.55;-8.37;
07.10.2017 04:27:00;-0.30;-0.22;-0.46;-0.25;287.31;14.16;-24.39;-19.14;353.91;356.13;78.49;-5.24;-2.22;-7.46;
07.10.2017 04:28:00;-0.29;-0.22;-0.46;-0.24;287.30;14.15;-23.73;-19.06;353.88;356.55;80.33;-4.67;-2.67;-7.34;
07.10.2017 04:29:00;-0.28;-0.21;-0.45;-0.24;287.31;14.16;-22.78;-18.62;354.08;356.73;81.76;-4.16;-2.65;-6.81;
07.10.2017 04:30:00;-0.28;-0.21;-0.45;-0.25;287.32;14.17;-22.47;-18.31;354.05;356.47;81.52;-4.15;-2.43;-6.58;
07.10.2017 04:31:00;-0.29;-0.21;-0.46;-0.25;287.33;14.18;-23.36;-18.73;354.00;356.46;80.16;-4.64;-2.46;-7.10;
07.10.2017 04:32:00;-0.30;-0.22;-0.46;-0.24;287.32;14.17;-24.05;-18.87;353.99;356.52;78.47;-5.18;-2.52;-7.70;
07.10.2017 04:33:00;-0.29;-0.21;-0.46;-0.24;287.30;14.15;-23.83;-18.53;353.87;356.47;77.79;-5.29;-2.60;-7.90;
07.10.2017 04:34:00;-0.30;-0.21;-0.45;-0.24;287.30;14.15;-24.20;-18.21;353.96;356.62;75.22;-6.00;-2.66;-8.66;
07.10.2017 04:35:00;-0.30;-0.20;-0.45;-0.24;287.33;14.18;-24.19;-17.87;354.23;356.77;73.88;-6.32;-2.55;-8.86;
07.10.2017 04:36:00;-0.30;-0.20;-0.45;-0.24;287.35;14.20;-24.18;-17.73;354.33;357.00;73.33;-6.45;-2.67;-9.12;
07.10.2017 04:37:00;-0.29;-0.19;-0.46;-0.24;287.38;14.23;-23.10;-16.68;354.12;357.18;72.20;-6.42;-3.06;-9.48;
07.10.2017 04:38:00;-0.27;-0.18;-0.46;-0.24;287.42;14.27;-21.77;-16.14;354.09;357.28;74.18;-5.62;-3.19;-8.82;
07.10.2017 04:39:00;-0.27;-0.19;-0.46;-0.25;287.49;14.34;-21.63;-16.35;354.23;357.11;75.57;-5.29;-2.88;-8.16;
07.10.2017 04:40:00;-0.27;-0.20;-0.47;-0.25;287.52;14.37;-21.78;-17.39;354.13;356.89;79.82;-4.39;-2.76;-7.15;
07.10.2017 04:41:00;-0.28;-0.21;-0.47;-0.25;287.53;14.38;-22.71;-18.53;354.40;356.84;81.60;-4.18;-2.44;-6.62;
07.10.2017 04:42:00;-0.28;-0.21;-0.47;-0.25;287.59;14.44;-22.99;-18.07;354.49;357.29;78.61;-4.92;-2.80;-7.72;
07.10.2017 04:43:00;-0.29;-0.21;-0.47;-0.25;287.61;14.46;-23.74;-18.17;354.44;357.10;76.54;-5.57;-2.66;-8.23;
07.10.2017 04:44:00;-0.29;-0.21;-0.48;-0.25;287.65;14.50;-23.88;-18.43;354.25;357.62;77.17;-5.45;-3.37;-8.82;
07.10.2017 04:45:00;-0.29;-0.21;-0.48;-0.25;287.69;14.54;-23.08;-18.11;354.35;357.61;78.44;-4.98;-3.26;-8.23;
07.10.2017 04:46:00;-0.28;-0.20;-0.48;-0.26;287.72;14.57;-22.36;-17.41;354.09;357.43;77.86;-4.95;-3.34;-8.29;
07.10.2017 04:47:00;-0.28;-0.21;-0.48;-0.26;287.75;14.60;-22.78;-18.46;354.24;357.26;81.02;-4.32;-3.02;-7.35;
07.10.2017 04:48:00;-0.28;-0.21;-0.49;-0.26;287.80;14.65;-22.48;-18.66;354.29;357.46;83.00;-3.82;-3.17;-6.99;
07.10.2017 04:49:00;-0.27;-0.22;-0.49;-0.26;287.84;14.69;-22.22;-19.26;354.34;357.55;86.71;-2.95;-3.21;-6.17;
07.10.2017 04:50:00;-0.27;-0.22;-0.49;-0.26;287.89;14.74;-22.10;-19.16;354.66;357.71;86.70;-2.94;-3.05;-5.99;
07.10.2017 04:51:00;-0.28;-0.22;-0.49;-0.26;287.94;14.79;-22.45;-19.02;354.84;357.71;84.76;-3.43;-2.87;-6.29;
07.10.2017 04:52:00;-0.28;-0.22;-0.49;-0.26;287.97;14.82;-23.01;-19.15;354.94;358.07;83.23;-3.86;-3.14;-7.00;
07.10.2017 04:53:00;-0.27;-0.21;-0.50;-0.26;288.02;14.87;-22.24;-18.06;354.94;358.28;81.22;-4.18;-3.34;-7.52;
07.10.2017 04:54:00;-0.27;-0.21;-0.50;-0.26;288.08;14.93;-21.53;-18.05;354.60;358.21;83.84;-3.48;-3.61;-7.09;
07.10.2017 04:55:00;-0.28;-0.21;-0.51;-0.27;288.13;14.98;-22.62;-18.76;354.41;357.77;82.92;-3.87;-3.36;-7.23;
07.10.2017 04:56:00;-0.30;-0.23;-0.51;-0.27;288.15;15.00;-24.11;-19.78;354.66;357.93;82.06;-4.33;-3.26;-7.59;
07.10.2017 04:57:00;-0.30;-0.23;-0.51;-0.27;288.15;15.00;-24.03;-19.91;354.79;358.11;82.87;-4.12;-3.32;-7.43;
07.10.2017 04:58:00;-0.29;-0.23;-0.50;-0.27;288.12;14.97;-23.11;-19.70;354.84;357.71;85.27;-3.40;-2.88;-6.28;
07.10.2017 04:59:00;-0.29;-0.23;-0.50;-0.27;288.12;14.97;-23.78;-20.08;355.20;357.87;84.44;-3.70;-2.67;-6.38;
07.10.2017 05:00:00;-0.29;-0.23;-0.50;-0.27;288.15;15.00;-23.41;-19.86;355.19;358.26;84.87;-3.54;-3.07;-6.61;
07.10.2017 05:01:00;-0.29;-0.23;-0.50;-0.27;288.12;14.97;-23.78;-19.96;355.34;357.76;83.94;-3.82;-2.42;-6.24;
07.10.2017 05:02:00;-0.30;-0.23;-0.49;-0.27;288.12;14.97;-24.25;-20.07;355.57;358.15;82.79;-4.17;-2.58;-6.76;
07.10.2017 05:03:00;-0.30;-0.23;-0.49;-0.27;288.12;14.97;-24.45;-20.01;355.62;358.07;81.83;-4.44;-2.45;-6.89;
07.10.2017 05:04:00;-0.30;-0.23;-0.50;-0.26;288.13;14.98;-24.16;-19.87;355.54;358.56;82.23;-4.29;-3.02;-7.31;
07.10.2017 05:05:00;-0.29;-0.22;-0.50;-0.27;288.13;14.98;-23.32;-19.34;355.46;358.42;82.91;-3.99;-2.96;-6.95;
07.10.2017 05:06:00;-0.30;-0.22;-0.49;-0.27;288.13;14.98;-24.54;-19.42;355.78;358.28;79.16;-5.12;-2.50;-7.62;
07.10.2017 05:07:00;-0.31;-0.22;-0.50;-0.26;288.11;14.96;-25.28;-19.40;355.36;358.52;76.74;-5.88;-3.15;-9.03;
07.10.2017 05:08:00;-0.31;-0.22;-0.49;-0.27;288.09;14.94;-25.46;-18.81;355.37;358.18;73.88;-6.65;-2.80;-9.45;
07.10.2017 05:09:00;-0.32;-0.22;-0.49;-0.26;288.04;14.89;-26.17;-19.17;355.11;358.04;73.24;-7.00;-2.94;-9.94;
07.10.2017 05:10:00;-0.32;-0.22;-0.49;-0.26;288.03;14.88;-26.20;-19.62;355.60;358.15;74.91;-6.57;-2.55;-9.13;
07.10.2017 05:11:00;-0.32;-0.22;-0.49;-0.26;288.04;14.89;-25.51;-19.28;355.73;358.67;75.55;-6.24;-2.93;-9.17;
07.10.2017 05:12:00;-0.31;-0.21;-0.49;-0.26;288.03;14.88;-24.76;-18.36;355.63;358.60;74.15;-6.40;-2.97;-9.37;
07.10.2017 05:13:00;-0.30;-0.21;-0.49;-0.26;288.05;14.90;-24.32;-18.17;355.62;358.74;74.70;-6.15;-3.12;-9.27;
07.10.2017 05:14:00;-0.30;-0.21;-0.49;-0.26;288.05;14.90;-24.02;-17.99;355.48;358.52;74.92;-6.02;-3.04;-9.06;
07.10.2017 05:15:00;-0.30;-0.21;-0.49;-0.26;288.08;14.93;-23.92;-18.17;355.65;358.71;75.97;-5.75;-3.05;-8.80;
07.10.2017 05:16:00;-0.30;-0.20;-0.49;-0.26;288.13;14.98;-24.20;-17.75;355.65;358.93;73.33;-6.46;-3.28;-9.74;
07.10.2017 05:17:00;-0.30;-0.20;-0.49;-0.26;288.16;15.01;-24.39;-17.49;355.80;358.71;71.74;-6.89;-2.91;-9.80;
07.10.2017 05:18:00;-0.31;-0.21;-0.50;-0.26;288.20;15.05;-25.08;-18.13;355.82;358.87;72.28;-6.95;-3.05;-10.00;
07.10.2017 05:19:00;-0.31;-0.21;-0.49;-0.27;288.20;15.05;-25.28;-17.95;355.94;358.76;71.02;-7.33;-2.82;-10.15;
07.10.2017 05:20:00;-0.32;-0.22;-0.49;-0.27;288.21;15.06;-25.90;-18.85;356.13;358.74;72.77;-7.05;-2.61;-9.67;
07.10.2017 05:21:00;-0.32;-0.21;-0.50;-0.27;288.25;15.10;-25.65;-18.62;356.05;359.09;72.62;-7.02;-3.03;-10.06;
07.10.2017 05:22:00;-0.31;-0.21;-0.50;-0.27;288.28;15.13;-25.00;-18.22;356.13;359.13;72.86;-6.79;-3.00;-9.78;
07.10.2017 05:23:00;-0.32;-0.21;-0.50;-0.27;288.27;15.12;-25.65;-18.25;356.07;358.96;71.17;-7.39;-2.89;-10.28;
07.10.2017 05:24:00;-0.32;-0.22;-0.50;-0.27;288.25;15.10;-26.06;-19.12;355.88;358.86;73.39;-6.93;-2.99;-9.92;
07.10.2017 05:25:00;-0.32;-0.22;-0.50;-0.27;288.21;15.06;-25.56;-19.33;355.48;358.34;75.65;-6.22;-2.86;-9.08;
07.10.2017 05:26:00;-0.32;-0.23;-0.50;-0.27;288.20;15.05;-25.74;-20.16;355.24;358.78;78.31;-5.58;-3.54;-9.12;
07.10.2017 05:27:00;-0.30;-0.22;-0.50;-0.26;288.22;15.07;-24.02;-18.92;355.37;359.23;78.79;-5.10;-3.85;-8.95;
07.10.2017 05:28:00;-0.29;-0.22;-0.50;-0.27;288.23;15.08;-23.17;-18.83;355.46;358.72;81.24;-4.35;-3.25;-7.60;
07.10.2017 05:29:00;-0.29;-0.22;-0.50;-0.27;288.20;15.05;-23.66;-19.30;355.33;358.80;81.56;-4.36;-3.47;-7.83;
07.10.2017 05:30:00;-0.29;-0.22;-0.50;-0.26;288.21;15.06;-23.72;-19.04;355.76;358.97;80.28;-4.68;-3.21;-7.89;
07.10.2017 05:31:00;-0.29;-0.21;-0.50;-0.27;288.19;15.04;-23.72;-18.72;355.78;358.68;78.92;-5.00;-2.90;-7.91;
07.10.2017 05:32:00;-0.30;-0.22;-0.49;-0.26;288.18;15.03;-24.44;-18.95;355.92;358.92;77.54;-5.49;-3.00;-8.49;
07.10.2017 05:33:00;-0.30;-0.22;-0.49;-0.26;288.17;15.02;-24.63;-19.12;356.27;359.15;77.61;-5.52;-2.88;-8.39;
07.10.2017 05:34:00;-0.31;-0.21;-0.49;-0.26;288.19;15.04;-25.14;-18.09;356.43;359.50;72.00;-7.05;-3.07;-10.12;
07.10.2017 05:35:00;-0.32;-0.20;-0.49;-0.26;288.18;15.03;-25.74;-17.51;356.56;359.41;68.02;-8.23;-2.85;-11.08;
07.10.2017 05:36:00;-0.32;-0.20;-0.48;-0.26;288.16;15.01;-25.69;-17.22;356.42;359.27;67.05;-8.47;-2.85;-11.32;
07.10.2017 05:37:00;-0.33;-0.21;-0.48;-0.26;288.14;14.99;-26.75;-17.93;356.65;359.14;67.04;-8.82;-2.49;-11.31;
07.10.2017 05:38:00;-0.34;-0.21;-0.48;-0.26;288.15;15.00;-27.25;-17.97;356.71;359.44;65.94;-9.28;-2.74;-12.02;
07.10.2017 05:39:00;-0.32;-0.20;-0.48;-0.26;288.17;15.02;-26.12;-17.53;356.71;359.56;67.12;-8.59;-2.85;-11.44;
07.10.2017 05:40:00;-0.33;-0.20;-0.49;-0.26;288.19;15.04;-26.64;-17.67;356.36;359.45;66.35;-8.97;-3.09;-12.06;
07.10.2017 05:41:00;-0.34;-0.20;-0.49;-0.26;288.20;15.05;-27.34;-17.46;356.53;359.35;63.89;-9.87;-2.81;-12.68;
07.10.2017 05:42:00;-0.33;-0.19;-0.49;-0.26;288.23;15.08;-26.77;-17.03;356.73;359.56;63.62;-9.74;-2.83;-12.57;
07.10.2017 05:43:00;-0.34;-0.20;-0.48;-0.26;288.20;15.05;-27.84;-17.76;356.80;359.38;63.80;-10.08;-2.57;-12.65;
07.10.2017 05:44:00;-0.35;-0.20;-0.48;-0.26;288.18;15.03;-28.12;-17.77;357.22;359.62;63.19;-10.35;-2.39;-12.74;
