Ident      : Friedri     
Location   : CN test
Serial No  : 00
Sam Rate: 1 s
  Slowest  : 1 s
  Fa   : 2 re Re : 6 ate me;CN-SWU;CN-SWL;CN-LWU;CN-LWL;CN-TempK;CN-TempC;CNSWU#B7;CNSWL#B;CNU#B;CN#B;CN00;CN#B;CN;CN#B7
Kind;AI;AI;AI;AI;AI;CA;CA;CA;CA;CA;CA;CA;CA;CA
Unit; mm; mm; mm; mm; °K;°C;W;W;W;w;%;m2;m2;04.10.2017 00:00:00;-0.31;-0.21;-1.10;-0.31;290.56;17.41;-25.22;-18.28;325.76;366.50;72.50;-6.94;-40.74;-47.68;
04.10.2017 00:01:00;-0.31;-0.21;-1.18;-0.31;290.55;17.40;-25.46;-18.18;319.92;366.38;71.43;-7.27;-46.46;-53.74;
04.10.2017 00:02:00;-0.32;-0.21;-1.27;-0.31;290.53;17.38;-25.77;-18.26;313.80;365.72;70.87;-7.51;-51.93;-59.43;
04.10.2017 00:03:00;-0.31;-0.21;-1.19;-0.32;290.50;17.35;-25.28;-17.96;319.15;364.60;71.02;-7.33;-45.46;-52.78;
04.10.2017 00:04:00;-0.31;-0.21;-1.08;-0.31;290.47;17.32;-24.95;-18.29;326.80;365.99;73.30;-6.66;-39.19;-45.85;
04.10.2017 00:05:00;-0.30;-0.21;-0.93;-0.31;290.48;17.33;-24.25;-18.01;337.77;366.19;74.29;-6.23;-28.42;-34.66;
04.10.2017 00:06:00;-0.29;-0.20;-1.00;-0.31;290.49;17.34;-23.64;-17.79;332.92;366.31;75.25;-5.85;-33.39;-39.24;
04.10.2017 00:07:00;-0.30;-0.21;-1.00;-0.30;290.48;17.33;-24.13;-18.12;332.27;366.77;75.11;-6.01;-34.49;-40.50;
04.10.2017 00:08:00;-0.30;-0.21;-1.23;-0.31;290.48;17.33;-24.25;-18.68;315.84;366.18;77.05;-5.56;-50.34;-55.91;
04.10.2017 00:09:00;-0.31;-0.22;-1.25;-0.31;290.46;17.31;-24.76;-19.06;314.79;365.48;76.99;-5.70;-50.69;-56.39;
04.10.2017 00:10:00;-0.31;-0.21;-1.23;-0.32;290.47;17.32;-25.01;-18.71;316.00;365.12;74.82;-6.30;-49.12;-55.42;
04.10.2017 00:11:00;-0.31;-0.21;-1.28;-0.32;290.44;17.29;-25.16;-18.59;312.34;364.82;73.89;-6.57;-52.48;-59.05;
04.10.2017 00:12:00;-0.32;-0.21;-1.21;-0.32;290.43;17.28;-25.65;-18.72;317.17;364.79;72.96;-6.94;-47.62;-54.56;
04.10.2017 00:13:00;-0.31;-0.21;-0.85;-0.31;290.42;17.27;-25.02;-18.67;342.97;365.38;74.65;-6.35;-22.41;-28.76;
04.10.2017 00:14:00;-0.29;-0.21;-0.61;-0.31;290.43;17.28;-23.53;-18.36;359.80;366.14;78.06;-5.17;-6.33;-11.50;
04.10.2017 00:15:00;-0.28;-0.22;-0.58;-0.30;290.45;17.30;-22.98;-18.83;362.51;367.48;81.96;-4.15;-4.97;-9.12;
04.10.2017 00:16:00;-0.29;-0.22;-0.74;-0.29;290.48;17.33;-23.16;-18.87;350.70;368.25;81.49;-4.29;-17.55;-21.83;
04.10.2017 00:17:00;-0.29;-0.22;-0.95;-0.29;290.50;17.35;-23.48;-18.91;336.40;367.98;80.54;-4.57;-31.58;-36.15;
04.10.2017 00:18:00;-0.28;-0.21;-0.97;-0.30;290.51;17.36;-23.02;-18.41;335.10;366.92;79.97;-4.61;-31.82;-36.43;
04.10.2017 00:19:00;-0.29;-0.21;-1.05;-0.30;290.50;17.35;-23.60;-18.52;329.40;366.94;78.46;-5.09;-37.54;-42.63;
04.10.2017 00:20:00;-0.30;-0.21;-1.05;-0.31;290.51;17.36;-24.20;-18.26;329.39;366.06;75.47;-5.94;-36.67;-42.61;
04.10.2017 00:21:00;-0.30;-0.20;-0.97;-0.32;290.54;17.39;-24.11;-17.88;335.10;365.31;74.15;-6.23;-30.20;-36.43;
04.10.2017 00:22:00;-0.29;-0.20;-0.85;-0.31;290.57;17.42;-23.48;-17.52;343.71;366.12;74.61;-5.96;-22.41;-28.37;
04.10.2017 00:23:00;-0.29;-0.20;-0.86;-0.31;290.60;17.45;-23.45;-17.56;343.37;366.73;74.90;-5.89;-23.36;-29.24;
04.10.2017 00:24:00;-0.30;-0.21;-0.87;-0.30;290.60;17.45;-24.48;-18.43;342.15;367.29;75.27;-6.06;-25.14;-31.20;
04.10.2017 00:25:00;-0.30;-0.22;-0.75;-0.31;290.59;17.44;-24.20;-19.15;351.09;366.94;79.12;-5.05;-15.86;-20.91;
04.10.2017 00:26:00;-0.29;-0.22;-0.66;-0.30;290.60;17.45;-23.88;-18.79;357.49;368.05;78.67;-5.09;-10.56;-15.65;
04.10.2017 00:27:00;-0.29;-0.21;-0.59;-0.29;290.65;17.50;-23.59;-18.55;362.36;368.75;78.65;-5.04;-6.39;-11.43;
04.10.2017 00:28:00;-0.29;-0.21;-0.60;-0.29;290.67;17.52;-23.14;-18.70;362.10;369.24;80.79;-4.45;-7.14;-11.59;
04.10.2017 00:29:00;-0.29;-0.22;-0.71;-0.29;290.70;17.55;-23.40;-19.06;354.59;369.38;81.47;-4.34;-14.78;-19.12;
04.10.2017 00:30:00;-0.29;-0.22;-0.77;-0.29;290.74;17.59;-23.45;-19.08;350.20;369.25;81.34;-4.38;-19.05;-23.42;
04.10.2017 00:31:00;-0.29;-0.21;-0.90;-0.30;290.77;17.62;-23.46;-18.77;341.23;368.68;80.02;-4.69;-27.44;-32.13;
04.10.2017 00:32:00;-0.30;-0.21;-1.06;-0.31;290.81;17.66;-24.03;-18.04;329.86;367.53;75.05;-6.00;-37.67;-43.66;
04.10.2017 00:33:00;-0.30;-0.21;-1.06;-0.32;290.83;17.68;-24.23;-18.56;330.29;366.57;76.60;-5.67;-36.28;-41.94;
04.10.2017 00:34:00;-0.32;-0.23;-1.06;-0.31;290.82;17.67;-25.62;-20.01;330.42;367.24;78.10;-5.61;-36.81;-42.42;
