Ident      : Friedri     
Location   : CN test
Serial No  : 00
Sam Rate: 1 s
  Slowest  : 1 s
  Fa   : 2 re Re : 6 ate me;CN-SWU;CN-SWL;CN-LWU;CN-LWL;CN-TempK;CN-TempC;CNSWU#B7;CNSWL#B;CNU#B;CN#B;CN00;CN#B;CN;CN#B7
Kind;AI;AI;AI;AI;AI;CA;CA;CA;CA;CA;CA;CA;CA;CA
Unit; mm; mm; mm; mm; °K;°C;W;W;W;w;%;m2;m2;
06.10.2017 02:54:00;-0.20;-0.13;-0.24;-0.14;284.40;11.25;-16.07;-11.01;353.91;353.75;68.57;-5.05;0.16;-4.89;
06.10.2017 02:55:00;-0.20;-0.12;-0.24;-0.14;284.45;11.30;-15.92;-10.86;353.80;353.87;68.20;-5.06;-0.08;-5.14;
06.10.2017 02:56:00;-0.20;-0.12;-0.25;-0.14;284.48;11.33;-16.14;-10.88;353.83;353.81;67.43;-5.26;0.02;-5.24;
06.10.2017 02:57:00;-0.20;-0.13;-0.25;-0.15;284.56;11.41;-16.00;-11.00;353.67;354.07;68.75;-5.00;-0.40;-5.40;
06.10.2017 02:58:00;-0.20;-0.12;-0.26;-0.15;284.61;11.46;-16.41;-10.64;353.69;354.16;64.88;-5.77;-0.47;-6.24;
06.10.2017 02:59:00;-0.21;-0.13;-0.27;-0.15;284.64;11.49;-17.16;-11.14;353.14;354.15;64.95;-6.02;-1.01;-7.03;
06.10.2017 03:00:00;-0.21;-0.13;-0.29;-0.15;284.67;11.52;-17.28;-11.09;351.43;354.18;64.15;-6.20;-2.76;-8.95;
06.10.2017 03:01:00;-0.22;-0.13;-0.30;-0.15;284.70;11.55;-17.60;-11.07;350.84;354.35;62.91;-6.53;-3.50;-10.03;
06.10.2017 03:02:00;-0.21;-0.13;-0.32;-0.15;284.73;11.58;-17.07;-11.32;350.01;354.47;66.36;-5.75;-4.46;-10.21;
06.10.2017 03:03:00;-0.21;-0.13;-0.33;-0.15;284.75;11.60;-17.14;-11.11;349.27;354.44;64.82;-6.03;-5.17;-11.20;
06.10.2017 03:04:00;-0.21;-0.13;-0.33;-0.15;284.79;11.64;-17.18;-11.10;349.34;354.44;64.63;-6.08;-5.10;-11.17;
06.10.2017 03:05:00;-0.21;-0.13;-0.33;-0.15;284.80;11.65;-17.08;-11.24;349.50;354.44;65.83;-5.84;-4.94;-10.78;
06.10.2017 03:06:00;-0.21;-0.13;-0.35;-0.15;284.82;11.67;-16.76;-11.36;347.98;354.49;67.78;-5.40;-6.51;-11.91;
06.10.2017 03:07:00;-0.20;-0.13;-0.37;-0.15;284.86;11.71;-16.12;-11.07;347.17;354.78;68.65;-5.06;-7.61;-12.67;
06.10.2017 03:08:00;-0.20;-0.13;-0.38;-0.15;284.84;11.69;-16.21;-11.40;346.50;354.74;70.29;-4.82;-8.24;-13.06;
06.10.2017 03:09:00;-0.19;-0.12;-0.39;-0.15;284.84;11.69;-15.56;-10.85;345.83;355.08;69.74;-4.71;-9.25;-13.96;
06.10.2017 03:10:00;-0.19;-0.13;-0.36;-0.15;284.79;11.64;-15.45;-11.00;347.68;354.88;71.23;-4.45;-7.21;-11.66;
06.10.2017 03:11:00;-0.19;-0.13;-0.37;-0.15;284.78;11.63;-15.23;-10.96;346.87;354.88;71.95;-4.27;-8.01;-12.28;
06.10.2017 03:12:00;-0.18;-0.13;-0.37;-0.15;284.81;11.66;-14.92;-11.12;346.49;354.86;74.54;-3.80;-8.37;-12.17;
06.10.2017 03:13:00;-0.18;-0.13;-0.41;-0.15;284.82;11.67;-14.57;-11.19;344.12;355.05;76.80;-3.38;-10.93;-14.31;
06.10.2017 03:14:00;-0.18;-0.13;-0.41;-0.15;284.86;11.71;-14.92;-11.23;344.41;355.03;75.25;-3.69;-10.62;-14.32;
06.10.2017 03:15:00;-0.18;-0.13;-0.42;-0.15;284.92;11.77;-14.57;-11.24;344.11;355.00;77.15;-3.33;-10.89;-14.23;
06.10.2017 03:16:00;-0.18;-0.13;-0.45;-0.15;284.97;11.82;-14.39;-11.25;341.91;355.02;78.19;-3.14;-13.12;-16.26;
06.10.2017 03:17:00;-0.18;-0.13;-0.47;-0.16;285.05;11.90;-14.58;-11.45;340.74;355.21;78.54;-3.13;-14.47;-17.60;
06.10.2017 03:18:00;-0.18;-0.13;-0.51;-0.16;285.05;11.90;-14.61;-10.96;337.90;355.35;75.06;-3.64;-17.46;-21.10;
06.10.2017 03:19:00;-0.18;-0.13;-0.51;-0.15;285.04;11.89;-14.82;-10.94;338.07;355.42;73.78;-3.89;-17.36;-21.24;
06.10.2017 03:20:00;-0.19;-0.13;-0.50;-0.15;285.03;11.88;-15.08;-11.20;338.88;355.34;74.22;-3.89;-16.46;-20.35;
06.10.2017 03:21:00;-0.18;-0.13;-0.48;-0.16;285.03;11.88;-14.54;-11.13;339.73;355.29;76.52;-3.41;-15.56;-18.97;
06.10.2017 03:22:00;-0.18;-0.13;-0.48;-0.15;285.03;11.88;-14.63;-11.11;340.29;355.48;75.91;-3.52;-15.19;-18.72;
06.10.2017 03:23:00;-0.18;-0.13;-0.43;-0.16;285.06;11.91;-14.67;-11.41;344.03;355.34;77.76;-3.27;-11.31;-14.58;
06.10.2017 03:24:00;-0.17;-0.13;-0.39;-0.15;285.11;11.96;-13.78;-10.95;347.06;355.78;79.44;-2.83;-8.71;-11.55;
06.10.2017 03:25:00;-0.17;-0.13;-0.40;-0.15;285.12;11.97;-14.11;-11.32;346.18;355.91;80.21;-2.79;-9.73;-12.52;
06.10.2017 03:26:00;-0.17;-0.13;-0.39;-0.16;285.17;12.02;-13.96;-11.60;347.30;355.82;83.09;-2.36;-8.52;-10.88;
06.10.2017 03:27:00;-0.17;-0.13;-0.41;-0.16;285.24;12.09;-13.82;-11.51;346.04;356.13;83.33;-2.30;-10.08;-12.39;
06.10.2017 03:28:00;-0.18;-0.13;-0.40;-0.16;285.29;12.14;-14.20;-11.79;346.90;356.16;83.02;-2.41;-9.26;-11.68;
06.10.2017 03:29:00;-0.18;-0.14;-0.41;-0.16;285.35;12.20;-14.25;-12.00;347.09;356.25;84.18;-2.25;-9.16;-11.42;
06.10.2017 03:30:00;-0.17;-0.13;-0.42;-0.16;285.41;12.26;-13.87;-11.72;346.43;356.43;84.54;-2.15;-10.00;-12.15;
06.10.2017 03:31:00;-0.17;-0.13;-0.36;-0.16;285.39;12.24;-13.82;-11.66;350.21;356.83;84.35;-2.16;-6.62;-8.78;
06.10.2017 03:32:00;-0.17;-0.14;-0.34;-0.16;285.37;12.22;-14.05;-12.17;351.96;356.78;86.58;-1.89;-4.82;-6.71;
06.10.2017 03:33:00;-0.17;-0.14;-0.35;-0.16;285.43;12.28;-13.75;-11.99;351.42;357.00;87.18;-1.76;-5.58;-7.34;
06.10.2017 03:34:00;-0.17;-0.14;-0.35;-0.16;285.49;12.34;-13.64;-11.98;351.69;357.01;87.80;-1.67;-5.32;-6.99;
06.10.2017 03:35:00;-0.17;-0.14;-0.36;-0.16;285.59;12.44;-14.15;-12.19;351.86;357.19;86.17;-1.96;-5.33;-7.29;
06.10.2017 03:36:00;-0.17;-0.14;-0.36;-0.16;285.64;12.49;-14.02;-11.89;351.77;357.40;84.78;-2.14;-5.62;-7.76;
06.10.2017 03:37:00;-0.18;-0.14;-0.38;-0.16;285.67;12.52;-14.35;-12.36;350.41;357.51;86.16;-1.99;-7.09;-9.08;
06.10.2017 03:38:00;-0.18;-0.15;-0.42;-0.17;285.71;12.56;-14.61;-12.78;348.07;357.45;87.49;-1.83;-9.38;-11.21;
06.10.2017 03:39:00;-0.18;-0.14;-0.46;-0.17;285.80;12.65;-14.29;-12.44;345.45;357.39;87.10;-1.85;-11.94;-13.79;
06.10.2017 03:40:00;-0.18;-0.14;-0.44;-0.17;285.86;12.71;-14.66;-12.53;347.07;357.28;85.51;-2.13;-10.21;-12.33;
06.10.2017 03:41:00;-0.18;-0.15;-0.41;-0.17;285.90;12.75;-14.55;-12.67;349.54;357.50;87.07;-1.88;-7.96;-9.84;
06.10.2017 03:42:00;-0.18;-0.14;-0.42;-0.17;285.89;12.74;-14.60;-12.61;349.12;357.79;86.42;-1.99;-8.67;-10.65;
06.10.2017 03:43:00;-0.19;-0.15;-0.43;-0.17;285.90;12.75;-15.22;-12.87;348.36;357.74;84.56;-2.35;-9.38;-11.73;
06.10.2017 03:44:00;-0.18;-0.14;-0.47;-0.18;285.94;12.79;-14.97;-12.49;345.46;357.59;83.43;-2.48;-12.13;-14.62;
06.10.2017 03:45:00;-0.19;-0.14;-0.49;-0.18;285.99;12.84;-15.27;-12.49;344.13;357.54;81.79;-2.78;-13.40;-16.19;
06.10.2017 03:46:00;-0.19;-0.14;-0.51;-0.18;286.03;12.88;-15.08;-12.25;343.12;357.51;81.19;-2.84;-14.39;-17.22;
06.10.2017 03:47:00;-0.19;-0.14;-0.47;-0.18;286.02;12.87;-15.57;-12.52;346.23;357.60;80.43;-3.05;-11.38;-14.43;
06.10.2017 03:48:00;-0.19;-0.15;-0.42;-0.18;286.04;12.89;-15.30;-12.72;349.72;357.70;83.16;-2.58;-7.97;-10.55;
06.10.2017 03:49:00;-0.19;-0.14;-0.53;-0.18;286.06;12.91;-15.35;-12.49;341.94;357.67;81.39;-2.86;-15.72;-18.58;
06.10.2017 03:50:00;-0.19;-0.14;-0.54;-0.18;286.04;12.89;-15.35;-12.46;340.91;357.68;81.18;-2.89;-16.78;-19.67;
06.10.2017 03:51:00;-0.19;-0.14;-0.69;-0.18;285.94;12.79;-15.08;-12.41;330.04;357.35;82.25;-2.68;-27.30;-29.98;
06.10.2017 03:52:00;-0.19;-0.15;-0.71;-0.18;285.86;12.71;-15.75;-12.91;327.98;356.54;81.93;-2.85;-28.56;-31.40;
06.10.2017 03:53:00;-0.19;-0.14;-0.68;-0.19;285.89;12.74;-15.55;-12.50;330.73;355.91;80.41;-3.05;-25.18;-28.22;
06.10.2017 03:54:00;-0.19;-0.14;-0.63;-0.18;285.89;12.74;-15.29;-12.32;333.94;356.35;80.55;-2.97;-22.41;-25.39;
06.10.2017 03:55:00;-0.20;-0.14;-0.67;-0.18;285.87;12.72;-15.81;-12.65;330.96;356.27;80.00;-3.16;-25.32;-28.48;
06.10.2017 03:56:00;-0.20;-0.14;-0.69;-0.19;285.89;12.74;-15.83;-12.60;329.77;355.77;79.59;-3.23;-25.99;-29.22;
06.10.2017 03:57:00;-0.19;-0.14;-0.72;-0.19;285.91;12.76;-15.71;-12.16;327.78;355.82;77.42;-3.55;-28.04;-31.59;
06.10.2017 03:58:00;-0.20;-0.14;-0.70;-0.19;285.87;12.72;-16.00;-12.56;328.76;355.70;78.51;-3.44;-26.94;-30.37;
06.10.2017 03:59:00;-0.20;-0.15;-0.66;-0.19;285.87;12.72;-16.05;-12.70;331.64;355.94;79.14;-3.35;-24.30;-27.65;
06.10.2017 04:00:00;-0.20;-0.15;-0.66;-0.19;285.90;12.75;-16.30;-12.94;332.17;355.74;79.37;-3.36;-23.57;-26.94;
06.10.2017 04:01:00;-0.19;-0.14;-0.59;-0.19;285.97;12.82;-15.75;-12.32;337.11;355.51;78.21;-3.43;-18.41;-21.84;
06.10.2017 04:02:00;-0.19;-0.14;-0.50;-0.19;285.98;12.83;-15.46;-12.31;343.74;356.37;79.59;-3.16;-12.63;-15.79;
06.10.2017 04:03:00;-0.19;-0.15;-0.45;-0.19;285.97;12.82;-15.31;-12.77;347.04;356.59;83.42;-2.54;-9.55;-12.09;
06.10.2017 04:04:00;-0.18;-0.14;-0.50;-0.18;285.97;12.82;-14.93;-12.39;343.86;357.27;83.02;-2.54;-13.41;-15.95;
06.10.2017 04:05:00;-0.19;-0.15;-0.56;-0.18;285.92;12.77;-15.22;-12.71;339.01;357.22;83.51;-2.51;-18.21;-20.72;
06.10.2017 04:06:00;-0.19;-0.14;-0.58;-0.18;285.90;12.75;-15.74;-12.65;337.71;357.02;80.42;-3.08;-19.31;-22.39;
06.10.2017 04:07:00;-0.19;-0.14;-0.51;-0.18;285.93;12.78;-15.43;-12.30;342.46;356.79;79.74;-3.13;-14.33;-17.46;
06.10.2017 04:08:00;-0.19;-0.15;-0.50;-0.18;285.98;12.83;-15.54;-12.71;343.94;356.74;81.79;-2.83;-12.79;-15.62;
06.10.2017 04:09:00;-0.19;-0.14;-0.52;-0.19;286.03;12.88;-15.08;-12.61;342.80;356.91;83.58;-2.48;-14.11;-16.59;
06.10.2017 04:10:00;-0.19;-0.15;-0.67;-0.19;286.08;12.93;-15.64;-13.26;332.26;356.69;84.77;-2.38;-24.43;-26.81;
06.10.2017 04:11:00;-0.19;-0.15;-0.75;-0.19;286.08;12.93;-15.64;-12.80;326.16;356.10;81.91;-2.83;-29.95;-32.78;
06.10.2017 04:12:00;-0.21;-0.15;-0.73;-0.20;286.09;12.94;-16.70;-13.50;327.90;355.82;80.83;-3.20;-27.92;-31.12;
06.10.2017 04:13:00;-0.21;-0.15;-0.75;-0.20;286.13;12.98;-16.81;-13.13;326.52;355.61;78.07;-3.69;-29.09;-32.78;
06.10.2017 04:14:00;-0.21;-0.15;-0.67;-0.20;286.16;13.01;-16.91;-13.10;332.35;355.45;77.47;-3.81;-23.10;-26.91;
06.10.2017 04:15:00;-0.20;-0.15;-0.69;-0.20;286.21;13.06;-16.52;-13.09;331.10;355.82;79.23;-3.43;-24.72;-28.15;
06.10.2017 04:16:00;-0.21;-0.15;-0.73;-0.21;286.26;13.11;-16.96;-13.30;328.79;355.60;78.45;-3.66;-26.81;-30.47;
06.10.2017 04:17:00;-0.20;-0.15;-0.72;-0.20;286.25;13.10;-16.42;-13.14;329.44;355.92;80.02;-3.28;-26.48;-29.76;
06.10.2017 04:18:00;-0.21;-0.15;-0.60;-0.20;286.25;13.10;-16.83;-13.34;337.75;356.18;79.25;-3.49;-18.44;-21.93;
06.10.2017 04:19:00;-0.21;-0.15;-0.60;-0.20;286.27;13.12;-16.75;-13.44;337.85;356.46;80.29;-3.30;-18.61;-21.92;
06.10.2017 04:20:00;-0.20;-0.15;-0.55;-0.20;286.27;13.12;-16.51;-13.38;341.81;356.80;81.07;-3.13;-15.00;-18.12;
06.10.2017 04:21:00;-0.20;-0.16;-0.45;-0.19;286.26;13.11;-16.39;-13.66;349.07;357.06;83.36;-2.73;-7.99;-10.72;
06.10.2017 04:22:00;-0.20;-0.15;-0.45;-0.19;286.28;13.13;-15.97;-13.47;348.55;357.55;84.33;-2.51;-9.01;-11.51;
06.10.2017 04:23:00;-0.20;-0.15;-0.50;-0.19;286.24;13.09;-15.81;-13.28;344.96;357.57;84.01;-2.53;-12.62;-15.14;
06.10.2017 04:24:00;-0.20;-0.16;-0.55;-0.19;286.23;13.08;-16.16;-13.63;341.63;357.32;84.40;-2.52;-15.69;-18.21;
06.10.2017 04:25:00;-0.20;-0.15;-0.50;-0.19;286.27;13.12;-16.15;-13.38;345.00;357.32;82.85;-2.77;-12.32;-15.09;
06.10.2017 04:25:00;-0.20;-0.15;-0.55;-0.20;286.30;13.15;-15.92;-13.46;341.51;357.05;84.53;-2.46;-15.54;-18.01;
06.10.2017 04:27:00;-0.20;-0.16;-0.64;-0.20;286.34;13.19;-16.39;-13.59;335.59;357.15;82.92;-2.80;-21.56;-24.36;
06.10.2017 04:28:00;-0.21;-0.15;-0.64;-0.20;286.35;13.20;-16.66;-13.21;335.37;357.12;79.30;-3.45;-21.75;-25.20;
06.10.2017 04:29:00;-0.21;-0.15;-0.55;-0.20;286.39;13.24;-16.81;-13.24;342.58;357.05;78.80;-3.56;-14.48;-18.04;
06.10.2017 04:30:00;-0.21;-0.15;-0.59;-0.20;286.40;13.25;-16.69;-13.50;339.43;356.98;80.86;-3.20;-17.55;-20.75;
06.10.2017 04:31:00;-0.21;-0.15;-0.63;-0.20;286.42;13.27;-16.62;-13.26;336.99;357.18;79.82;-3.35;-20.19;-23.55;
06.10.2017 04:32:00;-0.21;-0.16;-0.66;-0.20;286.43;13.28;-17.09;-13.59;334.41;357.02;79.51;-3.50;-22.61;-26.12;
06.10.2017 04:33:00;-0.21;-0.16;-0.68;-0.20;286.41;13.26;-17.19;-13.83;333.07;356.92;80.45;-3.36;-23.85;-27.21;
06.10.2017 04:34:00;-0.21;-0.15;-0.72;-0.20;286.42;13.27;-16.96;-13.30;330.58;356.70;78.43;-3.66;-26.13;-29.79;
06.10.2017 04:35:00;-0.22;-0.15;-0.64;-0.21;286.46;13.31;-17.54;-13.35;336.39;356.40;76.13;-4.19;-20.02;-24.20;
06.10.2017 04:36:00;-0.21;-0.16;-0.55;-0.21;286.52;13.37;-17.09;-13.56;343.23;356.50;79.36;-3.53;-13.27;-16.80;
06.10.2017 04:37:00;-0.21;-0.16;-0.51;-0.21;286.54;13.39;-17.10;-13.64;345.68;357.22;79.77;-3.47;-11.53;-15.00;
06.10.2017 04:38:00;-0.21;-0.16;-0.54;-0.21;286.60;13.45;-17.01;-13.55;344.37;357.16;79.68;-3.46;-12.79;-16.24;
06.10.2017 04:39:00;-0.21;-0.16;-0.53;-0.21;286.64;13.49;-17.11;-13.84;345.04;357.33;80.91;-3.27;-12.28;-15.55;
06.10.2017 04:40:00;-0.21;-0.16;-0.53;-0.21;286.67;13.52;-16.95;-13.98;344.90;357.49;82.43;-2.98;-12.59;-15.57;
06.10.2017 04:41:00;-0.21;-0.16;-0.52;-0.21;286.72;13.57;-17.33;-14.27;346.33;357.87;82.34;-3.06;-11.54;-14.60;
06.10.2017 04:42:00;-0.21;-0.16;-0.50;-0.21;286.77;13.62;-17.28;-14.24;348.08;358.02;82.42;-3.04;-9.95;-12.98;
06.10.2017 04:43:00;-0.21;-0.16;-0.45;-0.21;286.78;13.63;-17.28;-14.22;351.15;358.04;82.29;-3.06;-6.89;-9.95;
06.10.2017 04:44:00;-0.22;-0.16;-0.48;-0.21;286.80;13.65;-17.45;-14.33;349.47;358.35;82.12;-3.12;-8.89;-12.01;
06.10.2017 04:45:00;-0.22;-0.17;-0.50;-0.21;286.80;13.65;-17.46;-14.45;347.81;358.20;82.79;-3.00;-10.39;-13.39;
06.10.2017 04:46:00;-0.21;-0.17;-0.50;-0.21;286.79;13.64;-17.27;-14.65;347.73;358.48;84.86;-2.62;-10.75;-13.37;
06.10.2017 04:47:00;-0.22;-0.17;-0.45;-0.21;286.81;13.66;-17.42;-14.86;351.97;358.63;85.34;-2.55;-6.66;-9.22;
06.10.2017 04:48:00;-0.21;-0.17;-0.45;-0.21;286.84;13.69;-16.69;-14.42;352.11;358.72;86.37;-2.28;-6.61;-8.89;
06.10.2017 04:49:00;-0.21;-0.16;-0.43;-0.21;286.84;13.69;-17.00;-14.35;353.25;358.78;84.40;-2.66;-5.54;-8.19;
06.10.2017 04:50:00;-0.22;-0.17;-0.53;-0.21;286.86;13.71;-17.67;-14.76;346.34;358.75;83.53;-2.91;-12.41;-15.32;
06.10.2017 04:51:00;-0.22;-0.16;-0.61;-0.21;286.87;13.72;-17.53;-14.20;340.49;358.20;81.01;-3.33;-17.70;-21.03;
06.10.2017 04:52:00;-0.22;-0.16;-0.48;-0.21;286.89;13.74;-18.01;-14.30;350.15;358.38;79.43;-3.70;-8.23;-11.94;
06.10.2017 04:53:00;-0.22;-0.16;-0.48;-0.21;286.87;13.72;-17.99;-14.14;350.09;358.84;78.59;-3.85;-8.74;-12.59;
06.10.2017 04:54:00;-0.22;-0.17;-0.51;-0.21;286.89;13.74;-17.94;-14.62;347.67;358.75;81.47;-3.33;-11.08;-14.41;
06.10.2017 04:55:00;-0.21;-0.17;-0.48;-0.21;286.92;13.77;-17.18;-14.43;350.07;358.54;84.02;-2.75;-8.46;-11.21;
06.10.2017 04:56:00;-0.21;-0.17;-0.43;-0.21;286.92;13.77;-17.28;-15.06;353.65;358.68;87.17;-2.22;-5.02;-7.24;
06.10.2017 04:57:00;-0.21;-0.17;-0.44;-0.21;286.97;13.82;-17.14;-15.26;353.19;358.78;89.06;-1.88;-5.58;-7.46;
06.10.2017 04:58:00;-0.21;-0.17;-0.48;-0.21;286.99;13.84;-16.91;-15.06;350.74;358.76;89.07;-1.85;-8.02;-9.87;
06.10.2017 04:59:00;-0.21;-0.18;-0.45;-0.21;286.97;13.82;-17.32;-15.35;352.58;358.96;88.64;-1.97;-6.38;-8.36;
06.10.2017 05:00:00;-0.22;-0.18;-0.43;-0.21;286.97;13.82;-17.46;-15.39;354.22;359.02;88.15;-2.07;-4.80;-6.87;
06.10.2017 05:01:00;-0.22;-0.17;-0.42;-0.21;286.96;13.81;-17.46;-15.24;354.57;359.06;87.28;-2.22;-4.50;-6.72;
06.10.2017 05:02:00;-0.21;-0.17;-0.43;-0.21;286.94;13.79;-17.39;-15.13;353.95;359.25;87.01;-2.26;-5.29;-7.55;
06.10.2017 05:03:00;-0.22;-0.18;-0.45;-0.21;286.89;13.74;-17.54;-15.51;352.28;358.99;88.41;-2.03;-6.71;-8.74;
06.10.2017 05:04:00;-0.22;-0.18;-0.48;-0.21;286.91;13.76;-17.67;-15.37;350.21;359.04;87.00;-2.30;-8.83;-11.13;
06.10.2017 05:05:00;-0.21;-0.17;-0.50;-0.21;286.95;13.80;-17.34;-15.19;349.08;358.93;87.59;-2.15;-9.86;-12.01;
06.10.2017 05:06:00;-0.21;-0.17;-0.48;-0.21;287.01;13.86;-17.33;-14.89;350.60;358.76;85.94;-2.44;-8.16;-10.60;
06.10.2017 05:07:00;-0.22;-0.17;-0.52;-0.22;287.07;13.92;-17.51;-15.02;348.11;358.72;85.78;-2.49;-10.61;-13.09;
06.10.2017 05:08:00;-0.22;-0.18;-0.58;-0.22;287.13;13.98;-17.94;-15.38;344.38;358.56;85.75;-2.56;-14.19;-16.75;
06.10.2017 05:09:00;-0.23;-0.18;-0.51;-0.22;287.17;14.02;-18.44;-15.64;349.37;358.73;84.83;-2.80;-9.36;-12.16;
06.10.2017 05:10:00;-0.23;-0.18;-0.47;-0.22;287.20;14.05;-18.72;-15.62;352.10;358.81;83.44;-3.10;-6.71;-9.81;
06.10.2017 05:11:00;-0.23;-0.18;-0.45;-0.22;287.24;14.09;-18.69;-15.85;353.62;359.04;84.80;-2.84;-5.42;-8.26;
06.10.2017 05:12:00;-0.23;-0.18;-0.44;-0.22;287.29;14.14;-18.51;-16.06;354.71;359.31;86.75;-2.45;-4.60;-7.05;
06.10.2017 05:13:00;-0.23;-0.19;-0.44;-0.22;287.30;14.15;-18.26;-16.20;355.28;359.20;88.67;-2.07;-3.92;-5.98;
06.10.2017 05:14:00;-0.23;-0.19;-0.43;-0.22;287.33;14.18;-18.41;-16.46;355.53;359.57;89.42;-1.95;-4.04;-5.99;
06.10.2017 05:15:00;-0.23;-0.18;-0.44;-0.22;287.34;14.19;-18.38;-16.04;355.44;359.47;87.26;-2.34;-4.03;-6.37;
06.10.2017 05:16:00;-0.24;-0.19;-0.44;-0.22;287.33;14.18;-19.20;-16.21;355.45;359.58;84.41;-2.99;-4.12;-7.12;
06.10.2017 05:17:00;-0.23;-0.18;-0.43;-0.22;287.29;14.14;-19.00;-15.99;355.34;359.55;84.19;-3.00;-4.20;-7.21;
06.10.2017 05:18:00;-0.23;-0.19;-0.43;-0.22;287.25;14.10;-19.02;-16.40;355.18;359.44;86.23;-2.62;-4.26;-6.88;
06.10.2017 05:19:00;-0.23;-0.19;-0.43;-0.22;287.26;14.11;-18.79;-16.45;355.18;359.55;87.53;-2.34;-4.37;-6.71;
06.10.2017 05:20:00;-0.23;-0.18;-0.44;-0.22;287.30;14.15;-18.27;-15.59;354.98;359.73;85.32;-2.68;-4.75;-7.44;
06.10.2017 05:21:00;-0.23;-0.18;-0.48;-0.22;287.29;14.14;-18.70;-15.86;352.03;359.35;84.84;-2.84;-7.32;-10.16;
06.10.2017 05:22:00;-0.23;-0.19;-0.54;-0.22;287.32;14.17;-18.71;-16.25;348.30;359.35;86.86;-2.46;-11.05;-13.51;
06.10.2017 05:23:00;-0.23;-0.18;-0.51;-0.22;287.34;14.19;-18.52;-15.90;350.04;359.12;85.84;-2.62;-9.08;-11.71;
06.10.2017 05:24:00;-0.23;-0.18;-0.49;-0.22;287.35;14.20;-18.92;-15.96;352.02;359.12;84.32;-2.97;-7.10;-10.07;
06.10.2017 05:25:00;-0.23;-0.19;-0.47;-0.23;287.35;14.20;-18.65;-16.48;353.25;359.04;88.37;-2.17;-5.80;-7.97;
06.10.2017 05:26:00;-0.23;-0.19;-0.49;-0.22;287.38;14.23;-18.59;-16.23;351.78;359.41;87.33;-2.36;-7.63;-9.99;
06.10.2017 05:27:00;-0.23;-0.18;-0.51;-0.23;287.42;14.27;-19.00;-15.92;350.58;359.24;83.84;-3.07;-8.66;-11.74;
06.10.2017 05:28:00;-0.24;-0.19;-0.49;-0.23;287.44;14.29;-19.42;-16.25;352.20;359.31;83.69;-3.17;-7.11;-10.27;
06.10.2017 05:29:00;-0.24;-0.19;-0.51;-0.23;287.48;14.33;-19.40;-16.31;350.95;359.55;84.09;-3.09;-8.61;-11.69;
06.10.2017 05:30:00;-0.23;-0.18;-0.54;-0.23;287.54;14.39;-18.78;-16.12;349.26;359.35;85.84;-2.66;-10.09;-12.75;
06.10.2017 05:31:00;-0.24;-0.18;-0.53;-0.24;287.57;14.42;-19.05;-16.06;350.32;359.05;84.33;-2.98;-8.73;-11.72;
06.10.2017 05:32:00;-0.24;-0.19;-0.49;-0.23;287.56;14.41;-19.15;-16.74;352.85;359.09;87.46;-2.40;-6.25;-8.65;
06.10.2017 05:33:00;-0.24;-0.20;-0.50;-0.23;287.59;14.44;-19.53;-17.04;352.23;359.42;87.22;-2.50;-7.19;-9.69;
06.10.2017 05:34:00;-0.24;-0.19;-0.50;-0.23;287.63;14.48;-19.30;-16.46;352.29;359.56;85.30;-2.84;-7.27;-10.11;
06.10.2017 05:35:00;-0.24;-0.18;-0.50;-0.24;287.70;14.55;-19.29;-15.99;352.77;359.51;82.91;-3.30;-6.74;-10.04;
06.10.2017 05:36:00;-0.24;-0.18;-0.50;-0.24;287.73;14.58;-19.40;-16.00;352.74;359.47;82.49;-3.40;-6.73;-10.13;
06.10.2017 05:37:00;-0.25;-0.19;-0.53;-0.24;287.73;14.58;-19.94;-16.52;351.13;359.39;82.85;-3.42;-8.25;-11.68;
06.10.2017 05:38:00;-0.25;-0.19;-0.55;-0.24;287.69;14.54;-20.37;-16.91;349.37;359.46;83.06;-3.45;-10.09;-13.54;
06.10.2017 05:39:00;-0.25;-0.20;-0.54;-0.24;287.64;14.49;-20.30;-17.08;349.73;359.25;84.19;-3.22;-9.52;-12.73;
06.10.2017 05:40:00;-0.25;-0.20;-0.57;-0.24;287.59;14.44;-20.13;-17.28;347.09;359.13;85.87;-2.84;-12.04;-14.89;
06.10.2017 05:41:00;-0.25;-0.20;-0.51;-0.23;287.58;14.43;-20.01;-17.16;351.63;359.19;85.75;-2.86;-7.56;-10.42;
06.10.2017 05:42:00;-0.24;-0.19;-0.48;-0.23;287.59;14.44;-19.29;-16.94;353.72;359.19;87.83;-2.35;-5.47;-7.82;
06.10.2017 05:43:00;-0.24;-0.20;-0.49;-0.23;287.57;14.42;-19.76;-17.12;352.99;359.50;86.68;-2.63;-6.51;-9.14;
06.10.2017 05:44:00;-0.24;-0.19;-0.48;-0.23;287.58;14.43;-19.10;-16.53;353.48;359.35;86.58;-2.56;-5.88;-8.44;
06.10.2017 05:45:00;-0.23;-0.19;-0.47;-0.23;287.59;14.44;-19.00;-16.74;354.09;359.30;88.13;-2.26;-5.21;-7.47;
06.10.2017 05:46:00;-0.24;-0.19;-0.49;-0.23;287.63;14.48;-19.04;-16.73;353.39;359.48;87.88;-2.31;-6.09;-8.40;
06.10.2017 05:47:00;-0.24;-0.19;-0.49;-0.24;287.66;14.51;-19.34;-16.58;353.18;359.48;85.77;-2.75;-6.30;-9.05;
