Ident      : Friedri     
Location   : CN test
Serial No  : 00
Sam Rate: 1 s
  Slowest  : 1 s
  Fa   : 2 re Re : 6 ate me;CN-SWU;CN-SWL;CN-LWU;CN-LWL;CN-TempK;CN-TempC;CNSWU#B7;CNSWL#B;CNU#B;CN#B;CN00;CN#B;CN;CN#B7
Kind;AI;AI;AI;AI;AI;CA;CA;CA;CA;CA;CA;CA;CA;CA
Unit; mm; mm; mm; mm; °K;°C;W;W;W;w;%;m2;m2;
06.10.2017 00:28:00;-0.24;-0.14;-0.16;-0.17;286.00;12.85;-19.61;-12.11;368.21;359.03;61.79;-7.49;9.18;1.69;
06.10.2017 00:29:00;-0.24;-0.14;-0.16;-0.17;286.00;12.85;-19.81;-12.03;368.28;358.92;60.74;-7.78;9.36;1.58;
06.10.2017 00:30:00;-0.24;-0.14;-0.16;-0.17;285.95;12.80;-19.65;-12.06;367.59;358.69;61.39;-7.59;8.90;1.31;
06.10.2017 00:31:00;-0.25;-0.14;-0.14;-0.17;285.91;12.76;-19.94;-12.49;369.02;358.55;62.64;-7.45;10.48;3.03;
06.10.2017 00:32:00;-0.24;-0.14;-0.11;-0.16;285.88;12.73;-19.65;-12.66;370.61;358.70;64.42;-6.99;11.91;4.91;
06.10.2017 00:33:00;-0.24;-0.14;-0.10;-0.17;285.87;12.72;-19.09;-12.47;371.56;358.42;65.32;-6.62;13.14;6.52;
06.10.2017 00:34:00;-0.23;-0.14;-0.10;-0.17;285.89;12.74;-19.02;-12.16;371.90;358.49;63.93;-6.86;13.41;6.55;
06.10.2017 00:35:00;-0.24;-0.14;-0.08;-0.17;285.88;12.73;-19.43;-12.06;373.02;358.29;62.07;-7.37;14.73;7.36;
06.10.2017 00:36:00;-0.25;-0.14;-0.08;-0.17;285.85;12.70;-19.86;-11.98;373.23;358.18;60.32;-7.88;15.06;7.17;
06.10.2017 00:37:00;-0.25;-0.14;-0.06;-0.17;285.84;12.69;-20.35;-12.00;374.06;357.97;58.96;-8.35;16.09;7.73;
06.10.2017 00:38:00;-0.24;-0.13;-0.07;-0.17;285.82;12.67;-19.49;-11.69;373.16;357.77;59.98;-7.80;15.39;7.59;
06.10.2017 00:39:00;-0.24;-0.13;-0.09;-0.17;285.78;12.63;-19.71;-11.66;372.10;357.72;59.20;-8.04;14.38;6.34;
06.10.2017 00:40:00;-0.24;-0.14;-0.09;-0.17;285.76;12.61;-19.55;-12.08;371.92;357.56;61.82;-7.47;14.36;6.89;
06.10.2017 00:41:00;-0.24;-0.14;-0.09;-0.17;285.72;12.57;-19.10;-11.85;371.23;357.28;62.04;-7.25;13.95;6.70;
06.10.2017 00:42:00;-0.24;-0.14;-0.10;-0.17;285.70;12.55;-19.33;-12.30;370.78;357.40;63.62;-7.03;13.38;6.35;
06.10.2017 00:43:00;-0.23;-0.14;-0.12;-0.16;285.66;12.51;-18.92;-12.10;369.20;357.42;63.96;-6.82;11.77;4.96;
06.10.2017 00:44:00;-0.23;-0.14;-0.09;-0.17;285.63;12.48;-18.57;-12.18;371.06;357.24;65.57;-6.39;13.82;7.43;
06.10.2017 00:45:00;-0.23;-0.14;-0.10;-0.16;285.58;12.43;-18.54;-12.10;370.31;357.06;65.30;-6.44;13.25;6.81;
06.10.2017 00:46:00;-0.23;-0.13;-0.11;-0.16;285.54;12.39;-18.78;-11.66;369.22;357.16;62.13;-7.11;12.06;4.95;
06.10.2017 00:47:00;-0.24;-0.13;-0.10;-0.16;285.50;12.35;-19.06;-11.77;369.27;356.93;61.73;-7.30;12.35;5.05;
06.10.2017 00:48:00;-0.23;-0.13;-0.10;-0.16;285.46;12.31;-18.26;-11.39;369.69;357.01;62.36;-6.87;12.68;5.81;
06.10.2017 00:49:00;-0.23;-0.13;-0.11;-0.16;285.42;12.27;-18.52;-11.46;368.68;356.86;61.87;-7.06;11.82;4.75;
06.10.2017 00:50:00;-0.23;-0.13;-0.12;-0.16;285.40;12.25;-18.41;-11.50;367.98;356.73;62.49;-6.91;11.25;4.34;
06.10.2017 00:51:00;-0.22;-0.13;-0.11;-0.16;285.41;12.26;-18.07;-11.53;368.46;356.84;63.82;-6.54;11.61;5.07;
06.10.2017 00:52:00;-0.22;-0.13;-0.10;-0.16;285.40;12.25;-17.61;-11.33;369.11;356.80;64.37;-6.27;12.31;6.04;
06.10.2017 00:53:00;-0.22;-0.13;-0.09;-0.16;285.40;12.25;-18.06;-11.56;370.11;356.79;63.99;-6.50;13.32;6.82;
06.10.2017 00:54:00;-0.22;-0.13;-0.11;-0.16;285.40;12.25;-17.94;-11.47;368.00;356.74;63.94;-6.47;11.26;4.79;
06.10.2017 00:55:00;-0.22;-0.13;-0.09;-0.16;285.40;12.25;-17.81;-11.48;369.43;356.66;64.47;-6.33;12.78;6.45;
06.10.2017 00:56:00;-0.22;-0.13;-0.14;-0.16;285.32;12.17;-17.47;-11.19;365.70;356.67;64.05;-6.28;9.03;2.75;
06.10.2017 00:57:00;-0.22;-0.13;-0.16;-0.16;285.24;12.09;-18.12;-11.51;364.10;356.38;63.51;-6.61;7.72;1.10;
06.10.2017 00:58:00;-0.22;-0.13;-0.11;-0.15;285.21;12.06;-17.99;-11.38;367.38;356.37;63.28;-6.61;11.01;4.40;
06.10.2017 00:59:00;-0.22;-0.13;-0.14;-0.15;285.17;12.01;-17.66;-11.30;364.90;356.30;64.01;-6.35;8.60;2.25;
06.10.2017 01:00:00;-0.22;-0.13;-0.18;-0.15;285.12;11.97;-17.82;-11.36;361.87;356.14;63.73;-6.46;5.73;-0.73;
06.10.2017 01:01:00;-0.21;-0.12;-0.13;-0.15;285.06;11.91;-17.37;-10.59;364.87;356.19;60.97;-6.78;8.67;1.89;
06.10.2017 01:02:00;-0.21;-0.12;-0.13;-0.15;285.00;11.85;-17.37;-10.65;364.83;355.95;61.34;-6.71;8.88;2.17;
06.10.2017 01:03:00;-0.22;-0.12;-0.12;-0.15;284.94;11.79;-17.61;-10.60;365.34;355.69;60.24;-7.00;9.64;2.64;
06.10.2017 01:04:00;-0.22;-0.12;-0.15;-0.15;284.93;11.78;-17.59;-10.39;362.76;355.68;59.06;-7.20;7.07;-0.13;
06.10.2017 01:05:00;-0.21;-0.12;-0.14;-0.15;284.91;11.76;-16.95;-10.26;363.97;355.61;60.55;-6.69;8.35;1.67;
06.10.2017 01:06:00;-0.21;-0.12;-0.11;-0.15;284.86;11.71;-17.13;-10.20;365.84;355.65;59.59;-6.92;10.19;3.27;
06.10.2017 01:07:00;-0.21;-0.12;-0.11;-0.14;284.78;11.63;-16.82;-10.36;364.77;355.31;61.57;-6.46;9.46;3.00;
06.10.2017 01:08:00;-0.21;-0.12;-0.12;-0.14;284.79;11.64;-16.76;-10.60;364.78;355.41;63.29;-6.15;9.38;3.22;
06.10.2017 01:09:00;-0.20;-0.12;-0.10;-0.14;284.80;11.65;-16.49;-10.20;366.23;355.43;61.90;-6.29;10.80;4.51;
06.10.2017 01:10:00;-0.20;-0.11;-0.10;-0.14;284.79;11.64;-16.54;-10.02;366.06;355.39;60.60;-6.52;10.67;4.15;
06.10.2017 01:11:00;-0.21;-0.12;-0.10;-0.14;284.75;11.60;-16.94;-10.10;365.44;355.30;59.62;-6.84;10.15;3.31;
06.10.2017 01:12:00;-0.21;-0.12;-0.10;-0.14;284.75;11.60;-16.67;-10.21;365.76;355.22;61.29;-6.45;10.54;4.09;
06.10.2017 01:13:00;-0.20;-0.11;-0.11;-0.14;284.74;11.59;-16.30;-9.76;364.79;355.32;59.87;-6.53;9.46;2.93;
06.10.2017 01:14:00;-0.20;-0.12;-0.14;-0.14;284.69;11.54;-16.56;-10.20;362.49;355.30;61.58;-6.36;7.19;0.83;
06.10.2017 01:15:00;-0.20;-0.12;-0.14;-0.14;284.68;11.53;-16.30;-10.12;362.58;355.25;62.08;-6.18;7.33;1.15;
06.10.2017 01:16:00;-0.20;-0.12;-0.15;-0.14;284.70;11.55;-16.19;-10.20;361.77;355.25;62.99;-5.99;6.53;0.53;
06.10.2017 01:17:00;-0.19;-0.11;-0.13;-0.14;284.70;11.55;-15.64;-9.86;363.48;355.22;63.09;-5.77;8.26;2.49;
06.10.2017 01:18:00;-0.20;-0.11;-0.13;-0.14;284.67;11.52;-16.12;-10.03;363.29;355.11;62.24;-6.09;8.18;2.09;
06.10.2017 01:19:00;-0.20;-0.12;-0.12;-0.14;284.64;11.49;-16.31;-10.08;363.92;355.16;61.78;-6.23;8.76;2.53;
06.10.2017 01:20:00;-0.20;-0.11;-0.11;-0.14;284.60;11.45;-15.88;-9.54;364.22;355.36;60.07;-6.34;8.87;2.53;
06.10.2017 01:21:00;-0.20;-0.11;-0.13;-0.14;284.56;11.41;-16.10;-9.93;362.87;354.98;61.70;-6.17;7.89;1.72;
06.10.2017 01:22:00;-0.20;-0.11;-0.17;-0.14;284.56;11.41;-16.09;-9.72;359.36;355.10;60.44;-6.37;4.25;-2.11;
06.10.2017 01:23:00;-0.20;-0.11;-0.19;-0.14;284.54;11.39;-15.88;-9.62;357.91;355.01;60.54;-6.27;2.90;-3.37;
06.10.2017 01:24:00;-0.20;-0.11;-0.14;-0.14;284.56;11.41;-16.07;-9.95;362.14;354.86;61.96;-6.11;7.28;1.17;
06.10.2017 01:25:00;-0.20;-0.12;-0.13;-0.14;284.61;11.46;-15.83;-10.14;363.09;354.77;64.05;-5.69;8.32;2.63;
06.10.2017 01:26:00;-0.19;-0.12;-0.15;-0.14;284.68;11.53;-15.60;-10.19;362.00;354.96;65.36;-5.40;7.05;1.65;
06.10.2017 01:27:00;-0.20;-0.12;-0.14;-0.14;284.70;11.55;-16.04;-10.19;362.53;354.88;63.52;-5.85;7.66;1.80;
06.10.2017 01:28:00;-0.21;-0.12;-0.14;-0.14;284.74;11.59;-16.68;-10.45;362.56;355.16;62.62;-6.24;7.40;1.16;
06.10.2017 01:29:00;-0.20;-0.12;-0.16;-0.14;284.75;11.60;-16.44;-10.33;361.72;355.18;62.82;-6.12;6.53;0.42;
06.10.2017 01:30:00;-0.20;-0.12;-0.16;-0.14;284.73;11.58;-16.21;-10.31;361.27;355.26;63.60;-5.90;6.00;0.11;
06.10.2017 01:31:00;-0.21;-0.12;-0.17;-0.14;284.74;11.59;-16.61;-10.27;360.79;355.13;61.86;-6.34;5.66;-0.68;
06.10.2017 01:32:00;-0.20;-0.12;-0.17;-0.15;284.77;11.62;-16.48;-10.31;360.68;355.06;62.57;-6.17;5.63;-0.54;
06.10.2017 01:33:00;-0.20;-0.12;-0.17;-0.15;284.79;11.64;-16.39;-10.21;361.18;355.13;62.30;-6.18;6.05;-0.13;
06.10.2017 01:34:00;-0.21;-0.12;-0.16;-0.15;284.77;11.62;-16.62;-10.31;361.18;355.16;62.03;-6.31;6.02;-0.29;
06.10.2017 01:35:00;-0.20;-0.11;-0.16;-0.14;284.76;11.61;-16.34;-9.89;361.30;355.50;60.53;-6.45;5.80;-0.65;
06.10.2017 01:36:00;-0.20;-0.12;-0.18;-0.14;284.75;11.60;-16.58;-10.20;359.62;355.25;61.52;-6.38;4.37;-2.01;
06.10.2017 01:37:00;-0.20;-0.12;-0.13;-0.14;284.73;11.58;-16.49;-10.29;363.53;355.17;62.43;-6.19;8.36;2.17;
06.10.2017 01:38:00;-0.20;-0.12;-0.13;-0.15;284.76;11.61;-16.54;-10.54;363.45;355.11;63.70;-6.01;8.35;2.34;
06.10.2017 01:39:00;-0.20;-0.12;-0.13;-0.15;284.79;11.64;-16.41;-10.08;363.84;355.11;61.43;-6.33;8.73;2.40;
06.10.2017 01:40:00;-0.21;-0.11;-0.14;-0.14;284.72;11.57;-16.72;-9.55;362.35;355.65;57.16;-7.16;6.70;-0.46;
06.10.2017 01:41:00;-0.21;-0.11;-0.12;-0.14;284.67;11.52;-16.93;-9.83;364.04;355.12;58.10;-7.10;8.92;1.82;
06.10.2017 01:42:00;-0.20;-0.11;-0.16;-0.14;284.64;11.49;-16.15;-9.79;360.64;355.17;60.65;-6.35;5.47;-0.89;
06.10.2017 01:43:00;-0.20;-0.11;-0.13;-0.14;284.59;11.44;-16.25;-9.69;362.87;355.31;59.61;-6.57;7.56;1.00;
06.10.2017 01:44:00;-0.20;-0.12;-0.14;-0.14;284.59;11.44;-16.40;-10.05;362.08;354.96;61.28;-6.35;7.12;0.76;
06.10.2017 01:45:00;-0.20;-0.12;-0.15;-0.14;284.63;11.48;-15.79;-10.04;361.44;354.82;63.60;-5.75;6.62;0.87;
06.10.2017 01:46:00;-0.19;-0.11;-0.15;-0.14;284.64;11.49;-15.62;-9.93;361.54;355.13;63.61;-5.69;6.40;0.71;
06.10.2017 01:47:00;-0.20;-0.12;-0.17;-0.14;284.64;11.49;-16.08;-10.11;360.33;355.05;62.86;-5.97;5.28;-0.69;
06.10.2017 01:48:00;-0.19;-0.12;-0.18;-0.14;284.64;11.49;-15.78;-10.23;359.21;354.90;64.86;-5.55;4.31;-1.24;
06.10.2017 01:49:00;-0.19;-0.11;-0.20;-0.14;284.62;11.47;-15.33;-9.80;358.15;355.25;63.90;-5.54;2.90;-2.63;
06.10.2017 01:50:00;-0.20;-0.11;-0.20;-0.14;284.57;11.42;-15.95;-10.01;357.24;355.27;62.78;-5.94;1.97;-3.97;
06.10.2017 01:51:00;-0.20;-0.11;-0.17;-0.14;284.55;11.40;-15.84;-9.76;359.31;355.21;61.59;-6.09;4.11;-1.98;
06.10.2017 01:52:00;-0.20;-0.11;-0.21;-0.14;284.54;11.39;-16.05;-10.02;356.84;355.06;62.42;-6.03;1.78;-4.25;
06.10.2017 01:53:00;-0.19;-0.11;-0.22;-0.14;284.55;11.40;-15.48;-9.70;355.70;355.10;62.67;-5.78;0.60;-5.18;
06.10.2017 01:54:00;-0.20;-0.11;-0.23;-0.14;284.58;11.43;-15.92;-9.90;355.54;354.97;62.14;-6.03;0.58;-5.45;
06.10.2017 01:55:00;-0.19;-0.11;-0.23;-0.14;284.61;11.46;-15.70;-9.98;355.74;355.03;63.56;-5.72;0.71;-5.01;
06.10.2017 01:56:00;-0.19;-0.11;-0.23;-0.14;284.60;11.45;-15.78;-9.80;355.84;355.17;62.07;-5.98;0.67;-5.31;
06.10.2017 01:57:00;-0.20;-0.12;-0.25;-0.14;284.64;11.49;-16.16;-10.22;354.73;355.13;63.24;-5.94;-0.40;-6.34;
06.10.2017 01:58:00;-0.19;-0.12;-0.26;-0.14;284.69;11.54;-15.66;-10.34;353.67;355.03;66.01;-5.32;-1.37;-6.69;
06.10.2017 01:59:00;-0.19;-0.11;-0.24;-0.14;284.70;11.55;-15.69;-10.04;355.42;355.21;63.96;-5.66;0.21;-5.45;
06.10.2017 02:00:00;-0.20;-0.12;-0.20;-0.14;284.69;11.54;-15.90;-10.11;358.33;355.31;63.56;-5.79;3.02;-2.78;
06.10.2017 02:01:00;-0.20;-0.11;-0.20;-0.14;284.63;11.48;-16.21;-10.00;357.75;355.44;61.71;-6.21;2.30;-3.91;
06.10.2017 02:02:00;-0.20;-0.12;-0.21;-0.14;284.63;11.48;-16.22;-10.23;357.03;355.12;63.10;-5.99;1.91;-4.08;
06.10.2017 02:03:00;-0.20;-0.12;-0.18;-0.14;284.61;11.46;-16.05;-10.22;359.33;354.98;63.72;-5.82;4.35;-1.48;
06.10.2017 02:04:00;-0.20;-0.12;-0.15;-0.14;284.65;11.50;-16.44;-10.19;361.46;355.00;62.01;-6.24;6.46;0.21;
06.10.2017 02:05:00;-0.20;-0.12;-0.19;-0.14;284.69;11.54;-16.33;-10.21;358.90;354.92;62.53;-6.12;3.99;-2.13;
06.10.2017 02:06:00;-0.20;-0.12;-0.17;-0.14;284.69;11.54;-16.27;-10.06;360.28;354.83;61.80;-6.22;5.46;-0.76;
06.10.2017 02:07:00;-0.20;-0.12;-0.21;-0.14;284.66;11.51;-16.37;-10.22;357.59;354.82;62.40;-6.15;2.77;-3.38;
06.10.2017 02:08:00;-0.21;-0.12;-0.23;-0.14;284.66;11.51;-16.88;-10.30;355.97;354.85;61.00;-6.58;1.12;-5.46;
06.10.2017 02:09:00;-0.20;-0.12;-0.22;-0.14;284.63;11.48;-16.36;-10.25;356.74;354.78;62.67;-6.11;1.96;-4.15;
06.10.2017 02:10:00;-0.20;-0.12;-0.17;-0.14;284.61;11.46;-16.55;-10.39;359.69;354.78;62.81;-6.16;4.91;-1.25;
06.10.2017 02:11:00;-0.20;-0.12;-0.17;-0.14;284.62;11.47;-16.52;-10.06;359.86;354.92;60.89;-6.46;4.94;-1.52;
06.10.2017 02:12:00;-0.21;-0.11;-0.11;-0.14;284.59;11.44;-16.84;-9.77;364.24;354.95;58.00;-7.07;9.29;2.22;
06.10.2017 02:13:00;-0.21;-0.11;-0.16;-0.14;284.58;11.43;-16.77;-9.68;360.40;354.77;57.71;-7.09;5.63;-1.47;
06.10.2017 02:14:00;-0.21;-0.11;-0.11;-0.14;284.55;11.40;-16.76;-9.72;364.03;354.63;57.97;-7.04;9.40;2.36;
06.10.2017 02:15:00;-0.21;-0.12;-0.12;-0.14;284.52;11.37;-16.83;-10.08;362.95;354.54;59.88;-6.75;8.42;1.66;
06.10.2017 02:16:00;-0.20;-0.11;-0.11;-0.14;284.50;11.35;-16.33;-9.82;363.65;354.45;60.15;-6.51;9.19;2.69;
06.10.2017 02:17:00;-0.20;-0.11;-0.10;-0.14;284.45;11.30;-16.44;-9.92;364.17;354.28;60.35;-6.52;9.89;3.37;
06.10.2017 02:18:00;-0.20;-0.12;-0.09;-0.14;284.43;11.28;-16.48;-10.04;364.50;354.17;60.97;-6.43;10.32;3.89;
06.10.2017 02:19:00;-0.20;-0.11;-0.09;-0.14;284.42;11.27;-16.36;-10.02;364.30;354.16;61.23;-6.34;10.14;3.79;
06.10.2017 02:20:00;-0.20;-0.11;-0.09;-0.14;284.40;11.25;-15.80;-9.66;364.53;354.21;61.09;-6.15;10.33;4.18;
06.10.2017 02:21:00;-0.20;-0.11;-0.09;-0.14;284.36;11.21;-16.35;-9.93;364.02;353.80;60.75;-6.42;10.22;3.80;
06.10.2017 02:22:00;-0.20;-0.11;-0.10;-0.14;284.36;11.21;-15.83;-9.72;363.94;353.81;61.40;-6.11;10.13;4.02;
06.10.2017 02:23:00;-0.20;-0.11;-0.11;-0.14;284.33;11.18;-15.81;-9.88;362.60;353.58;62.47;-5.93;9.01;3.08;
06.10.2017 02:24:00;-0.19;-0.11;-0.13;-0.14;284.31;11.16;-15.48;-9.88;361.07;353.74;63.78;-5.61;7.33;1.72;
06.10.2017 02:25:00;-0.19;-0.12;-0.15;-0.14;284.31;11.16;-15.74;-10.25;359.56;353.63;65.15;-5.48;5.93;0.45;
06.10.2017 02:26:00;-0.19;-0.12;-0.15;-0.14;284.38;11.23;-15.13;-10.08;360.03;353.47;66.65;-5.05;6.57;1.52;
06.10.2017 02:27:00;-0.19;-0.12;-0.16;-0.14;284.41;11.26;-15.36;-10.14;359.79;353.34;66.01;-5.22;6.44;1.22;
06.10.2017 02:28:00;-0.20;-0.12;-0.16;-0.14;284.44;11.29;-16.06;-10.23;359.71;353.62;63.71;-5.83;6.08;0.25;
06.10.2017 02:29:00;-0.20;-0.12;-0.16;-0.14;284.45;11.30;-16.37;-10.28;359.87;353.70;62.82;-6.09;6.17;0.08;
06.10.2017 02:30:00;-0.20;-0.12;-0.12;-0.14;284.40;11.25;-16.46;-10.17;362.11;353.80;61.76;-6.29;8.31;2.01;
06.10.2017 02:31:00;-0.20;-0.12;-0.15;-0.14;284.39;11.24;-16.36;-10.30;359.98;353.85;62.97;-6.06;6.13;0.07;
06.10.2017 02:32:00;-0.21;-0.11;-0.15;-0.14;284.34;11.19;-16.62;-9.97;360.24;353.88;59.99;-6.65;6.36;-0.29;
06.10.2017 02:33:00;-0.20;-0.11;-0.14;-0.14;284.33;11.19;-16.48;-10.01;360.47;353.65;60.76;-6.47;6.82;0.35;
06.10.2017 02:34:00;-0.20;-0.12;-0.15;-0.14;284.37;11.22;-16.14;-10.10;359.81;353.60;62.56;-6.04;6.20;0.16;
06.10.2017 02:35:00;-0.19;-0.11;-0.16;-0.14;284.38;11.23;-15.74;-9.99;359.59;353.82;63.44;-5.76;5.77;0.01;
06.10.2017 02:36:00;-0.20;-0.12;-0.14;-0.14;284.34;11.19;-15.90;-10.40;360.63;353.91;65.37;-5.50;6.72;1.21;
06.10.2017 02:37:00;-0.20;-0.12;-0.12;-0.14;284.37;11.22;-15.97;-10.51;362.33;354.01;65.80;-5.47;8.31;2.85;
06.10.2017 02:38:00;-0.20;-0.12;-0.13;-0.14;284.39;11.24;-15.87;-10.36;361.33;353.95;65.29;-5.51;7.38;1.87;
06.10.2017 02:39:00;-0.20;-0.11;-0.11;-0.14;284.41;11.26;-15.98;-10.00;363.37;353.91;62.62;-5.98;9.45;3.47;
06.10.2017 02:40:00;-0.20;-0.12;-0.10;-0.14;284.42;11.27;-16.53;-10.24;363.96;354.00;61.99;-6.28;9.97;3.69;
06.10.2017 02:41:00;-0.20;-0.12;-0.11;-0.14;284.42;11.27;-16.43;-10.18;363.34;353.88;61.95;-6.25;9.46;3.21;
06.10.2017 02:42:00;-0.20;-0.12;-0.11;-0.14;284.39;11.24;-16.45;-10.17;362.96;353.87;61.80;-6.29;9.09;2.81;
06.10.2017 02:43:00;-0.21;-0.12;-0.11;-0.14;284.37;11.22;-16.68;-10.44;363.18;353.87;62.58;-6.24;9.31;3.07;
06.10.2017 02:44:00;-0.20;-0.12;-0.13;-0.14;284.34;11.19;-16.51;-10.39;361.28;353.60;62.94;-6.12;7.67;1.56;
06.10.2017 02:45:00;-0.21;-0.12;-0.11;-0.14;284.35;11.20;-16.63;-10.60;362.78;353.52;63.74;-6.03;9.26;3.23;
06.10.2017 02:46:00;-0.20;-0.12;-0.11;-0.14;284.40;11.25;-16.15;-10.23;363.32;353.82;63.38;-5.91;9.50;3.58;
06.10.2017 02:47:00;-0.21;-0.12;-0.11;-0.14;284.43;11.28;-16.68;-10.48;362.92;353.69;62.84;-6.20;9.23;3.03;
06.10.2017 02:48:00;-0.20;-0.12;-0.14;-0.14;284.46;11.31;-16.51;-10.42;361.20;353.90;63.09;-6.09;7.30;1.20;
06.10.2017 02:49:00;-0.21;-0.12;-0.18;-0.14;284.44;11.29;-16.97;-10.31;358.62;353.89;60.75;-6.66;4.73;-1.93;
06.10.2017 02:50:00;-0.21;-0.12;-0.18;-0.14;284.42;11.27;-16.67;-10.46;358.10;353.67;62.80;-6.20;4.43;-1.77;
06.10.2017 02:51:00;-0.21;-0.12;-0.18;-0.14;284.37;11.22;-16.62;-10.34;357.71;353.79;62.28;-6.27;3.92;-2.36;
06.10.2017 02:52:00;-0.20;-0.12;-0.21;-0.14;284.35;11.20;-16.48;-10.73;356.03;353.54;65.12;-5.75;2.49;-3.26;
06.10.2017 02:53:00;-0.20;-0.12;-0.23;-0.14;284.37;11.22;-16.13;-10.74;354.61;353.72;66.58;-5.39;0.88;-4.51;
