Ident      : Friedri     
Location   : CN test
Serial No  : 00
Sam Rate: 1 s
  Slowest  : 1 s
  Fa   : 2 re Re : 6 ate me;CN-SWU;CN-SWL;CN-LWU;CN-LWL;CN-TempK;CN-TempC;CNSWU#B7;CNSWL#B;CNU#B;CN#B;CN00;CN#B;CN;CN#B7
Kind;AI;AI;AI;AI;AI;CA;CA;CA;CA;CA;CA;CA;CA;CA
Unit; mm; mm; mm; mm; °K;°C;W;W;W;w;%;m2;m2;
08.10.2017 00:00:00;-0.28;-0.21;-0.64;-0.29;288.94;15.79;-22.60;-18.70;349.75;359.84;82.76;-3.90;-10.08;-13.98;
08.10.2017 00:01:00;-0.27;-0.20;-0.63;-0.29;288.95;15.80;-22.25;-17.70;350.26;359.57;79.58;-4.55;-9.31;-13.86;
08.10.2017 00:02:00;-0.30;-0.21;-0.64;-0.29;288.92;15.77;-23.93;-18.63;349.53;359.86;77.85;-5.30;-10.34;-15.64;
08.10.2017 00:03:00;-0.30;-0.21;-0.63;-0.29;288.93;15.78;-24.57;-18.31;350.13;360.01;74.55;-6.26;-9.89;-16.15;
08.10.2017 00:04:00;-0.32;-0.21;-0.62;-0.29;288.91;15.76;-25.69;-18.35;350.69;359.96;71.44;-7.34;-9.28;-16.61;
08.10.2017 00:05:00;-0.33;-0.21;-0.62;-0.28;288.85;15.70;-26.73;-18.63;350.71;360.42;69.73;-8.09;-9.71;-17.81;
08.10.2017 00:06:00;-0.35;-0.22;-0.57;-0.28;288.76;15.61;-27.97;-18.85;353.74;360.06;67.39;-9.12;-6.33;-15.45;
08.10.2017 00:07:00;-0.34;-0.22;-0.55;-0.28;288.71;15.56;-27.77;-18.98;355.01;360.00;68.35;-8.79;-4.99;-13.78;
08.10.2017 00:08:00;-0.33;-0.21;-0.53;-0.27;288.69;15.54;-27.05;-18.63;355.94;360.44;68.87;-8.42;-4.50;-12.92;
08.10.2017 00:09:00;-0.32;-0.20;-0.54;-0.27;288.68;15.53;-26.31;-17.82;355.06;360.42;67.71;-8.50;-5.36;-13.86;
08.10.2017 00:10:00;-0.33;-0.21;-0.56;-0.27;288.61;15.46;-26.94;-18.04;353.47;360.30;66.97;-8.90;-6.83;-15.73;
08.10.2017 00:11:00;-0.32;-0.20;-0.58;-0.27;288.63;15.48;-26.12;-17.36;352.51;360.40;66.45;-8.76;-7.89;-16.65;
08.10.2017 00:12:00;-0.32;-0.20;-0.58;-0.27;288.64;15.49;-25.88;-17.49;352.16;360.39;67.59;-8.39;-8.24;-16.63;
08.10.2017 00:13:00;-0.32;-0.20;-0.59;-0.27;288.65;15.50;-25.80;-17.75;351.68;360.28;68.79;-8.06;-8.60;-16.66;
08.10.2017 00:14:00;-0.32;-0.20;-0.59;-0.27;288.62;15.47;-25.87;-17.79;351.18;360.15;68.78;-8.08;-8.97;-17.05;
08.10.2017 00:15:00;-0.33;-0.21;-0.59;-0.27;288.57;15.42;-26.33;-18.73;350.84;360.07;71.14;-7.60;-9.23;-16.83;
08.10.2017 00:16:00;-0.32;-0.21;-0.58;-0.27;288.55;15.40;-25.73;-18.09;351.70;360.57;70.30;-7.64;-8.87;-16.51;
08.10.2017 00:17:00;-0.30;-0.20;-0.57;-0.27;288.56;15.41;-24.65;-17.08;352.61;360.60;69.31;-7.56;-8.00;-15.56;
08.10.2017 00:18:00;-0.30;-0.20;-0.56;-0.27;288.53;15.38;-24.63;-17.42;352.92;360.32;70.70;-7.22;-7.40;-14.62;
08.10.2017 00:19:00;-0.31;-0.20;-0.56;-0.27;288.46;15.31;-25.04;-17.63;352.68;360.24;70.40;-7.42;-7.55;-14.97;
08.10.2017 00:20:00;-0.32;-0.20;-0.56;-0.26;288.42;15.27;-25.71;-17.66;352.17;360.55;68.67;-8.06;-8.38;-16.44;
08.10.2017 00:21:00;-0.31;-0.20;-0.57;-0.26;288.40;15.25;-25.36;-17.45;351.99;360.45;68.82;-7.91;-8.46;-16.37;
08.10.2017 00:22:00;-0.30;-0.20;-0.57;-0.26;288.39;15.24;-24.41;-17.13;351.92;360.30;70.17;-7.28;-8.39;-15.67;
08.10.2017 00:23:00;-0.30;-0.20;-0.57;-0.26;288.39;15.24;-24.51;-17.34;351.66;360.09;70.75;-7.17;-8.43;-15.60;
08.10.2017 00:24:00;-0.30;-0.20;-0.58;-0.26;288.40;15.25;-24.53;-17.34;351.09;360.31;70.67;-7.20;-9.22;-16.42;
08.10.2017 00:25:00;-0.30;-0.19;-0.59;-0.26;288.42;15.27;-24.66;-16.97;350.16;360.39;68.84;-7.68;-10.23;-17.92;
08.10.2017 00:26:00;-0.31;-0.19;-0.60;-0.26;288.40;15.25;-25.12;-16.98;349.62;360.30;67.61;-8.14;-10.68;-18.81;
08.10.2017 00:27:00;-0.31;-0.19;-0.60;-0.26;288.41;15.26;-25.23;-16.50;349.78;360.41;65.40;-8.73;-10.63;-19.36;
08.10.2017 00:28:00;-0.31;-0.18;-0.60;-0.26;288.43;15.28;-24.89;-16.13;349.51;360.20;64.82;-8.76;-10.68;-19.44;
08.10.2017 00:29:00;-0.30;-0.19;-0.62;-0.27;288.46;15.31;-24.62;-16.34;348.68;359.95;66.37;-8.28;-11.28;-19.55;
08.10.2017 00:30:00;-0.30;-0.19;-0.63;-0.27;288.49;15.34;-24.58;-16.74;348.15;359.92;68.12;-7.84;-11.77;-19.61;
08.10.2017 00:31:00;-0.30;-0.19;-0.63;-0.27;288.53;15.38;-23.97;-16.70;347.94;359.82;69.66;-7.28;-11.88;-19.15;
08.10.2017 00:32:00;-0.29;-0.19;-0.63;-0.27;288.57;15.42;-23.30;-16.71;347.99;359.79;71.73;-6.59;-11.80;-18.39;
08.10.2017 00:33:00;-0.29;-0.19;-0.64;-0.28;288.61;15.46;-23.28;-16.94;347.68;359.70;72.78;-6.34;-12.02;-18.36;
08.10.2017 00:34:00;-0.28;-0.19;-0.64;-0.28;288.66;15.51;-22.98;-16.55;348.09;359.57;72.05;-6.42;-11.48;-17.91;
08.10.2017 00:35:00;-0.28;-0.19;-0.65;-0.28;288.73;15.58;-23.00;-16.80;347.63;360.03;73.04;-6.20;-12.40;-18.60;
08.10.2017 00:36:00;-0.29;-0.20;-0.67;-0.28;288.78;15.63;-23.09;-17.30;346.72;359.75;74.90;-5.80;-13.03;-18.83;
08.10.2017 00:37:00;-0.29;-0.21;-0.68;-0.28;288.80;15.65;-23.87;-18.20;345.85;359.76;76.28;-5.66;-13.91;-19.58;
08.10.2017 00:38:00;-0.29;-0.20;-0.69;-0.29;288.83;15.68;-23.53;-17.58;345.37;359.72;74.69;-5.95;-14.36;-20.31;
08.10.2017 00:39:00;-0.29;-0.20;-0.69;-0.29;288.88;15.73;-23.21;-17.69;345.42;359.29;76.20;-5.52;-13.87;-19.39;
08.10.2017 00:40:00;-0.30;-0.21;-0.69;-0.29;288.86;15.71;-23.89;-18.68;345.80;359.60;78.18;-5.21;-13.80;-19.01;
08.10.2017 00:41:00;-0.30;-0.22;-0.69;-0.29;288.85;15.70;-24.17;-18.85;345.73;359.30;77.97;-5.32;-13.57;-18.89;
08.10.2017 00:42:00;-0.29;-0.20;-0.69;-0.29;288.90;15.75;-23.88;-17.82;345.57;359.60;74.63;-6.06;-14.03;-20.09;
08.10.2017 00:43:00;-0.30;-0.20;-0.70;-0.29;288.92;15.77;-23.98;-17.44;345.22;359.20;72.71;-6.54;-13.98;-20.52;
08.10.2017 00:44:00;-0.30;-0.21;-0.69;-0.30;288.96;15.81;-24.23;-18.03;345.92;359.08;74.40;-6.20;-13.16;-19.37;
08.10.2017 00:45:00;-0.31;-0.21;-0.70;-0.30;289.00;15.85;-25.04;-18.15;345.52;359.44;72.46;-6.90;-13.92;-20.81;
08.10.2017 00:46:00;-0.31;-0.21;-0.70;-0.30;289.04;15.89;-25.04;-18.39;345.67;359.35;73.42;-6.66;-13.68;-20.34;
08.10.2017 00:47:00;-0.31;-0.21;-0.70;-0.30;289.06;15.91;-24.99;-18.71;346.19;359.40;74.86;-6.28;-13.21;-19.49;
08.10.2017 00:48:00;-0.31;-0.21;-0.69;-0.30;289.10;15.95;-24.76;-18.27;347.02;359.44;73.81;-6.48;-12.41;-18.90;
08.10.2017 00:49:00;-0.30;-0.20;-0.69;-0.30;289.15;16.00;-24.10;-17.71;347.31;359.41;73.51;-6.38;-12.10;-18.48;
08.10.2017 00:50:00;-0.30;-0.21;-0.69;-0.31;289.19;16.04;-24.11;-18.35;347.31;359.25;76.11;-5.76;-11.94;-17.70;
08.10.2017 00:51:00;-0.30;-0.22;-0.70;-0.31;289.22;16.07;-24.57;-19.06;347.09;359.49;77.57;-5.51;-12.40;-17.91;
08.10.2017 00:52:00;-0.29;-0.21;-0.70;-0.31;289.27;16.12;-23.52;-18.64;347.47;359.63;79.25;-4.88;-12.16;-17.04;
08.10.2017 00:53:00;-0.28;-0.21;-0.70;-0.31;289.32;16.17;-22.62;-18.32;347.71;359.57;80.99;-4.30;-11.86;-16.16;
08.10.2017 00:54:00;-0.28;-0.21;-0.69;-0.31;289.37;16.22;-22.52;-18.52;348.61;359.24;82.23;-4.00;-10.63;-14.63;
08.10.2017 00:55:00;-0.28;-0.22;-0.68;-0.31;289.40;16.25;-23.02;-19.20;349.29;359.51;83.40;-3.82;-10.22;-14.04;
08.10.2017 00:56:00;-0.28;-0.22;-0.67;-0.31;289.46;16.31;-23.01;-19.38;350.51;359.75;84.20;-3.63;-9.24;-12.88;
08.10.2017 00:57:00;-0.29;-0.23;-0.65;-0.31;289.50;16.35;-23.54;-19.73;351.86;360.08;83.82;-3.81;-8.22;-12.03;
08.10.2017 00:58:00;-0.31;-0.23;-0.62;-0.31;289.50;16.35;-25.06;-19.89;353.95;360.26;79.39;-5.17;-6.31;-11.48;
08.10.2017 00:59:00;-0.32;-0.22;-0.61;-0.31;289.52;16.37;-25.61;-19.57;355.27;360.42;76.44;-6.03;-5.16;-11.19;
08.10.2017 01:00:00;-0.32;-0.22;-0.59;-0.31;289.51;16.36;-26.26;-19.31;356.00;360.53;73.55;-6.95;-4.53;-11.48;
08.10.2017 01:01:00;-0.34;-0.22;-0.61;-0.31;289.52;16.37;-27.15;-19.54;354.63;360.55;71.95;-7.62;-5.93;-13.55;
08.10.2017 01:02:00;-0.35;-0.22;-0.64;-0.31;289.52;16.37;-28.01;-19.51;352.62;360.64;69.64;-8.50;-8.01;-16.51;
08.10.2017 01:03:00;-0.34;-0.22;-0.68;-0.31;289.54;16.39;-27.15;-19.18;349.75;360.37;70.64;-7.97;-10.62;-18.59;
08.10.2017 01:04:00;-0.35;-0.23;-0.69;-0.32;289.54;16.39;-28.42;-20.01;349.71;360.09;70.38;-8.42;-10.38;-18.80;
08.10.2017 01:05:00;-0.36;-0.23;-0.68;-0.31;289.54;16.39;-28.81;-20.17;350.02;360.37;70.01;-8.64;-10.35;-18.99;
08.10.2017 01:06:00;-0.35;-0.23;-0.68;-0.31;289.51;16.36;-28.57;-20.20;349.86;360.54;70.71;-8.37;-10.67;-19.04;
08.10.2017 01:07:00;-0.34;-0.21;-0.68;-0.31;289.53;16.38;-27.20;-18.57;350.19;360.58;68.28;-8.62;-10.39;-19.02;
08.10.2017 01:08:00;-0.32;-0.21;-0.68;-0.31;289.53;16.38;-26.25;-17.90;350.20;360.19;68.22;-8.34;-9.99;-18.33;
08.10.2017 01:09:00;-0.33;-0.22;-0.68;-0.32;289.55;16.40;-26.71;-18.96;350.05;360.06;70.99;-7.75;-10.01;-17.76;
08.10.2017 01:10:00;-0.33;-0.23;-0.69;-0.31;289.53;16.38;-26.82;-20.02;349.33;360.24;74.62;-6.81;-10.91;-17.72;
08.10.2017 01:11:00;-0.33;-0.23;-0.70;-0.31;289.53;16.38;-26.43;-20.44;348.75;360.43;77.34;-5.99;-11.68;-17.67;
08.10.2017 01:12:00;-0.32;-0.23;-0.71;-0.31;289.55;16.40;-25.90;-19.84;348.30;360.44;76.58;-6.07;-12.14;-18.21;
08.10.2017 01:13:00;-0.32;-0.23;-0.71;-0.31;289.57;16.42;-25.79;-20.04;348.00;360.43;77.72;-5.75;-12.43;-18.18;
08.10.2017 01:14:00;-0.31;-0.23;-0.72;-0.32;289.57;16.42;-24.95;-20.31;347.30;360.19;81.44;-4.63;-12.89;-17.52;
08.10.2017 01:15:00;-0.30;-0.24;-0.72;-0.32;289.57;16.42;-24.40;-20.56;347.48;359.81;84.26;-3.84;-12.33;-16.17;
08.10.2017 01:16:00;-0.30;-0.23;-0.71;-0.32;289.56;16.41;-24.59;-20.38;347.90;360.12;82.87;-4.21;-12.21;-16.42;
08.10.2017 01:17:00;-0.29;-0.23;-0.69;-0.32;289.58;16.43;-23.82;-19.67;349.36;359.93;82.58;-4.15;-10.58;-14.73;
08.10.2017 01:18:00;-0.30;-0.23;-0.68;-0.32;289.60;16.45;-24.38;-20.41;350.66;360.00;83.74;-3.97;-9.34;-13.31;
08.10.2017 01:19:00;-0.31;-0.23;-0.65;-0.32;289.60;16.45;-24.72;-20.21;352.36;360.25;81.77;-4.51;-7.88;-12.39;
08.10.2017 01:20:00;-0.31;-0.22;-0.65;-0.32;289.61;16.46;-25.01;-19.13;352.68;360.18;76.57;-5.88;-7.49;-13.37;
08.10.2017 01:21:00;-0.34;-0.23;-0.66;-0.32;289.59;16.44;-27.49;-19.74;351.83;359.82;71.83;-7.75;-7.99;-15.73;
08.10.2017 01:22:00;-0.35;-0.23;-0.67;-0.32;289.59;16.44;-28.14;-20.51;351.40;359.83;72.88;-7.63;-8.44;-16.07;
08.10.2017 01:23:00;-0.35;-0.24;-0.68;-0.32;289.59;16.44;-28.71;-20.77;350.23;360.22;72.35;-7.94;-9.99;-17.93;
08.10.2017 01:24:00;-0.35;-0.24;-0.69;-0.31;289.57;16.42;-28.43;-20.53;349.80;360.26;72.22;-7.90;-10.47;-18.37;
08.10.2017 01:25:00;-0.34;-0.23;-0.68;-0.31;289.56;16.41;-27.52;-19.96;350.42;360.28;72.53;-7.56;-9.85;-17.41;
08.10.2017 01:26:00;-0.33;-0.23;-0.67;-0.31;289.56;16.41;-26.90;-19.91;351.02;360.26;74.02;-6.99;-9.25;-16.24;
08.10.2017 01:27:00;-0.34;-0.23;-0.63;-0.31;289.52;16.37;-27.43;-20.37;353.82;360.56;74.25;-7.07;-6.74;-13.81;
08.10.2017 01:28:00;-0.34;-0.23;-0.63;-0.31;289.49;16.34;-27.38;-19.81;353.56;360.48;72.34;-7.58;-6.92;-14.49;
08.10.2017 01:29:00;-0.33;-0.22;-0.62;-0.31;289.48;16.33;-27.04;-19.38;354.07;360.52;71.69;-7.66;-6.46;-14.12;
08.10.2017 01:30:00;-0.33;-0.22;-0.60;-0.31;289.46;16.31;-26.62;-19.64;355.56;360.22;73.77;-6.98;-4.66;-11.64;
08.10.2017 01:31:00;-0.33;-0.22;-0.58;-0.31;289.44;16.29;-26.93;-19.40;356.67;360.58;72.02;-7.54;-3.91;-11.44;
08.10.2017 01:32:00;-0.33;-0.22;-0.57;-0.31;289.39;16.24;-27.10;-19.28;357.27;360.28;71.15;-7.82;-3.00;-10.82;
08.10.2017 01:33:00;-0.34;-0.23;-0.58;-0.31;289.33;16.18;-27.74;-19.88;355.89;360.01;71.68;-7.86;-4.12;-11.97;
08.10.2017 01:34:00;-0.35;-0.24;-0.61;-0.30;289.28;16.13;-28.15;-20.74;353.57;360.23;73.66;-7.42;-6.66;-14.07;
08.10.2017 01:35:00;-0.35;-0.23;-0.63;-0.30;289.23;16.08;-28.27;-20.48;352.02;360.27;72.45;-7.79;-8.25;-16.04;
08.10.2017 01:36:00;-0.34;-0.22;-0.64;-0.30;289.21;16.06;-27.76;-19.38;351.10;360.28;69.83;-8.37;-9.18;-17.55;
08.10.2017 01:37:00;-0.33;-0.21;-0.64;-0.30;289.21;16.06;-27.01;-18.50;350.97;360.23;68.52;-8.50;-9.25;-17.75;
08.10.2017 01:38:00;-0.35;-0.22;-0.64;-0.30;289.11;15.96;-28.10;-18.94;350.51;359.77;67.40;-9.16;-9.27;-18.43;
08.10.2017 01:39:00;-0.36;-0.23;-0.64;-0.29;289.04;15.89;-29.33;-19.76;350.50;359.92;67.39;-9.56;-9.42;-18.98;
08.10.2017 01:40:00;-0.35;-0.22;-0.64;-0.29;289.00;15.85;-28.55;-19.54;350.27;360.09;68.45;-9.01;-9.82;-18.83;
08.10.2017 01:41:00;-0.34;-0.22;-0.64;-0.29;288.99;15.84;-27.69;-19.01;349.73;359.85;68.67;-8.68;-10.13;-18.80;
08.10.2017 01:42:00;-0.34;-0.22;-0.65;-0.29;288.95;15.80;-27.24;-19.15;348.86;359.74;70.29;-8.09;-10.88;-18.97;
08.10.2017 01:43:00;-0.33;-0.22;-0.66;-0.29;288.92;15.77;-27.01;-18.90;348.41;359.59;69.99;-8.11;-11.19;-19.30;
08.10.2017 01:44:00;-0.32;-0.21;-0.66;-0.29;288.93;15.78;-25.70;-18.11;348.44;359.75;70.47;-7.59;-11.31;-18.90;
08.10.2017 01:45:00;-0.31;-0.20;-0.65;-0.29;288.95;15.80;-25.28;-17.40;349.29;359.63;68.84;-7.88;-10.34;-18.21;
08.10.2017 01:46:00;-0.33;-0.21;-0.63;-0.29;288.97;15.82;-26.37;-18.27;350.55;359.73;69.27;-8.10;-9.17;-17.28;
08.10.2017 01:47:00;-0.33;-0.21;-0.62;-0.29;288.97;15.82;-26.78;-18.37;351.40;360.02;68.58;-8.42;-8.62;-17.04;
08.10.2017 01:48:00;-0.33;-0.21;-0.62;-0.29;288.96;15.81;-26.58;-18.27;351.13;359.96;68.75;-8.31;-8.83;-17.13;
08.10.2017 01:49:00;-0.33;-0.21;-0.63;-0.29;288.93;15.78;-26.58;-18.46;350.19;359.60;69.47;-8.11;-9.41;-17.52;
08.10.2017 01:50:00;-0.33;-0.22;-0.63;-0.29;288.91;15.76;-26.88;-18.98;349.90;359.61;70.64;-7.90;-9.71;-17.61;
08.10.2017 01:51:00;-0.34;-0.22;-0.63;-0.29;288.89;15.74;-27.92;-19.02;350.09;359.88;68.14;-8.90;-9.79;-18.69;
08.10.2017 01:52:00;-0.34;-0.21;-0.63;-0.29;288.87;15.72;-27.26;-18.04;350.11;359.78;66.18;-9.22;-9.67;-18.89;
08.10.2017 01:53:00;-0.33;-0.21;-0.63;-0.29;288.85;15.70;-26.99;-18.08;350.13;359.39;66.98;-8.91;-9.26;-18.18;
08.10.2017 01:54:00;-0.33;-0.21;-0.64;-0.29;288.84;15.69;-26.93;-18.37;349.45;359.31;68.22;-8.56;-9.87;-18.42;
08.10.2017 01:55:00;-0.34;-0.21;-0.65;-0.29;288.76;15.61;-27.37;-18.69;347.94;359.01;68.29;-8.68;-11.07;-19.75;
08.10.2017 01:56:00;-0.35;-0.23;-0.66;-0.29;288.72;15.57;-28.35;-19.72;347.00;358.79;69.57;-8.63;-11.80;-20.43;
08.10.2017 01:57:00;-0.35;-0.22;-0.66;-0.29;288.72;15.57;-27.94;-19.30;346.77;359.17;69.06;-8.64;-12.40;-21.05;
08.10.2017 01:58:00;-0.35;-0.21;-0.67;-0.28;288.70;15.55;-28.07;-18.42;346.39;359.30;65.63;-9.65;-12.91;-22.56;
08.10.2017 01:59:00;-0.34;-0.21;-0.68;-0.28;288.70;15.55;-27.71;-18.12;345.79;359.13;65.40;-9.59;-13.33;-22.93;
08.10.2017 02:00:00;-0.34;-0.21;-0.68;-0.29;288.70;15.55;-27.52;-18.02;345.14;358.88;65.47;-9.50;-13.74;-23.25;
08.10.2017 02:01:00;-0.35;-0.21;-0.69;-0.29;288.69;15.54;-28.26;-18.33;344.73;358.88;64.86;-9.93;-14.15;-24.08;
08.10.2017 02:02:00;-0.35;-0.21;-0.69;-0.29;288.70;15.55;-27.98;-18.46;345.09;358.91;66.00;-9.51;-13.82;-23.33;
08.10.2017 02:03:00;-0.35;-0.22;-0.69;-0.28;288.71;15.56;-27.98;-18.84;345.14;359.28;67.35;-9.14;-14.13;-23.27;
08.10.2017 02:04:00;-0.34;-0.21;-0.69;-0.29;288.70;15.55;-27.66;-18.57;345.00;359.10;67.15;-9.09;-14.10;-23.19;
08.10.2017 02:05:00;-0.33;-0.22;-0.69;-0.29;288.68;15.53;-26.96;-19.05;345.03;358.64;70.66;-7.91;-13.61;-21.52;
08.10.2017 02:06:00;-0.33;-0.22;-0.68;-0.29;288.66;15.51;-26.97;-18.97;345.06;358.87;70.32;-8.00;-13.81;-21.81;
08.10.2017 02:07:00;-0.33;-0.22;-0.68;-0.28;288.67;15.52;-26.39;-19.13;345.33;358.99;72.50;-7.26;-13.66;-20.92;
08.10.2017 02:08:00;-0.32;-0.22;-0.68;-0.29;288.67;15.52;-25.56;-19.01;345.24;358.87;74.39;-6.54;-13.63;-20.18;
08.10.2017 02:09:00;-0.31;-0.21;-0.67;-0.29;288.68;15.53;-25.21;-18.57;346.01;358.78;73.67;-6.64;-12.77;-19.41;
08.10.2017 02:10:00;-0.31;-0.22;-0.67;-0.28;288.70;15.55;-25.25;-19.00;345.90;359.20;75.26;-6.25;-13.30;-19.55;
08.10.2017 02:11:00;-0.31;-0.21;-0.68;-0.29;288.69;15.54;-24.81;-18.70;345.71;359.02;75.38;-6.11;-13.31;-19.42;
08.10.2017 02:12:00;-0.30;-0.21;-0.66;-0.29;288.71;15.56;-24.64;-18.32;346.83;359.04;74.36;-6.32;-12.21;-18.53;
08.10.2017 02:13:00;-0.31;-0.21;-0.66;-0.28;288.72;15.57;-24.82;-18.14;346.85;359.28;73.10;-6.68;-12.43;-19.11;
08.10.2017 02:14:00;-0.30;-0.20;-0.66;-0.29;288.74;15.59;-24.69;-17.22;347.39;359.31;69.73;-7.48;-11.91;-19.39;
08.10.2017 02:15:00;-0.32;-0.19;-0.64;-0.28;288.72;15.57;-26.17;-16.84;348.16;359.25;64.38;-9.32;-11.09;-20.42;
08.10.2017 02:16:00;-0.33;-0.21;-0.61;-0.29;288.67;15.52;-26.73;-17.99;350.16;358.54;67.26;-8.74;-8.38;-17.12;
08.10.2017 02:17:00;-0.34;-0.22;-0.60;-0.29;288.62;15.47;-27.48;-19.19;350.70;358.64;69.84;-8.29;-7.94;-16.23;
08.10.2017 02:18:00;-0.35;-0.22;-0.62;-0.28;288.57;15.42;-28.27;-19.01;349.05;359.02;67.23;-9.26;-9.97;-19.23;
08.10.2017 02:19:00;-0.35;-0.21;-0.65;-0.28;288.55;15.40;-28.03;-18.49;346.95;358.95;65.96;-9.54;-12.00;-21.54;
08.10.2017 02:20:00;-0.34;-0.21;-0.67;-0.28;288.49;15.34;-27.77;-18.52;344.85;358.65;66.70;-9.25;-13.80;-23.04;
08.10.2017 02:21:00;-0.33;-0.21;-0.69;-0.28;288.48;15.33;-26.81;-18.36;343.67;358.48;68.49;-8.45;-14.81;-23.26;
08.10.2017 02:22:00;-0.32;-0.21;-0.69;-0.28;288.49;15.34;-26.22;-18.14;343.87;358.60;69.19;-8.08;-14.73;-22.81;
08.10.2017 02:23:00;-0.32;-0.20;-0.68;-0.28;288.50;15.35;-25.94;-17.58;344.39;358.73;67.75;-8.37;-14.34;-22.71;
08.10.2017 02:24:00;-0.33;-0.20;-0.67;-0.28;288.46;15.31;-26.35;-17.81;344.60;358.56;67.61;-8.53;-13.96;-22.49;
08.10.2017 02:25:00;-0.33;-0.20;-0.68;-0.28;288.45;15.30;-26.35;-17.38;343.93;358.45;65.95;-8.97;-14.52;-23.49;
08.10.2017 02:26:00;-0.33;-0.21;-0.68;-0.28;288.42;15.27;-26.48;-17.92;344.02;358.35;67.69;-8.56;-14.33;-22.89;
08.10.2017 02:27:00;-0.32;-0.20;-0.64;-0.28;288.42;15.27;-25.51;-17.35;346.93;358.39;68.02;-8.16;-11.46;-19.62;
08.10.2017 02:28:00;-0.32;-0.20;-0.64;-0.28;288.39;15.24;-25.79;-17.71;346.52;358.24;68.67;-8.08;-11.72;-19.80;
08.10.2017 02:29:00;-0.32;-0.21;-0.65;-0.28;288.35;15.20;-26.26;-18.46;345.94;357.71;70.30;-7.80;-11.77;-19.57;
08.10.2017 02:30:00;-0.32;-0.20;-0.65;-0.28;288.37;15.22;-25.62;-17.84;345.82;358.04;69.63;-7.78;-12.21;-19.99;
08.10.2017 02:31:00;-0.32;-0.20;-0.65;-0.28;288.38;15.23;-26.03;-17.26;345.71;358.22;66.30;-8.78;-12.50;-21.28;
08.10.2017 02:32:00;-0.31;-0.19;-0.65;-0.28;288.41;15.26;-24.88;-16.68;346.40;358.11;67.03;-8.20;-11.71;-19.92;
08.10.2017 02:33:00;-0.32;-0.18;-0.61;-0.27;288.39;15.24;-25.71;-16.11;348.43;358.73;62.76;-9.61;-10.29;-19.90;
08.10.2017 02:34:00;-0.33;-0.19;-0.59;-0.28;288.38;15.23;-26.78;-16.36;349.95;358.33;61.11;-10.41;-8.38;-18.80;
08.10.2017 02:35:00;-0.33;-0.19;-0.57;-0.28;288.38;15.23;-26.49;-16.90;351.26;358.22;63.78;-9.59;-6.96;-16.56;
08.10.2017 02:36:00;-0.33;-0.20;-0.58;-0.27;288.36;15.21;-26.92;-17.43;351.05;358.68;64.74;-9.49;-7.63;-17.12;
08.10.2017 02:37:00;-0.33;-0.19;-0.58;-0.28;288.35;15.20;-26.77;-17.01;350.98;358.42;63.55;-9.76;-7.44;-17.20;
08.10.2017 02:38:00;-0.33;-0.20;-0.57;-0.28;288.32;15.17;-26.76;-17.50;351.01;358.19;65.41;-9.26;-7.18;-16.43;
08.10.2017 02:39:00;-0.32;-0.19;-0.55;-0.28;288.33;15.18;-26.03;-16.88;352.43;358.19;64.85;-9.15;-5.77;-14.92;
08.10.2017 02:40:00;-0.33;-0.20;-0.56;-0.27;288.32;15.17;-26.92;-17.13;351.66;358.55;63.63;-9.79;-6.89;-16.68;
08.10.2017 02:41:00;-0.34;-0.19;-0.57;-0.27;288.35;15.20;-27.16;-16.60;351.31;358.78;61.10;-10.57;-7.47;-18.04;
08.10.2017 02:42:00;-0.33;-0.19;-0.57;-0.27;288.35;15.20;-27.10;-16.82;351.20;358.79;62.10;-10.27;-7.60;-17.87;
08.10.2017 02:43:00;-0.34;-0.20;-0.58;-0.27;288.31;15.16;-27.29;-17.48;350.55;358.38;64.08;-9.80;-7.82;-17.63;
08.10.2017 02:44:00;-0.33;-0.20;-0.60;-0.27;288.30;15.15;-26.92;-17.36;349.04;358.55;64.49;-9.56;-9.51;-19.07;
08.10.2017 02:45:00;-0.33;-0.20;-0.61;-0.27;288.31;15.16;-26.54;-17.09;348.39;358.51;64.40;-9.45;-10.12;-19.56;
08.10.2017 02:46:00;-0.33;-0.20;-0.62;-0.27;288.32;15.17;-26.48;-17.37;347.98;358.62;65.61;-9.10;-10.64;-19.74;
08.10.2017 02:47:00;-0.33;-0.20;-0.62;-0.27;288.30;15.15;-26.86;-17.53;347.76;358.51;65.26;-9.33;-10.76;-20.09;
08.10.2017 02:48:00;-0.33;-0.21;-0.62;-0.27;288.28;15.13;-26.96;-18.02;347.28;358.47;66.84;-8.94;-11.19;-20.13;
08.10.2017 02:49:00;-0.33;-0.20;-0.63;-0.27;288.30;15.15;-26.58;-17.85;347.20;358.75;67.17;-8.73;-11.55;-20.27;
08.10.2017 02:50:00;-0.32;-0.20;-0.63;-0.27;288.30;15.15;-25.93;-17.66;347.22;358.74;68.10;-8.27;-11.51;-19.78;
08.10.2017 02:51:00;-0.32;-0.20;-0.62;-0.27;288.32;15.17;-25.86;-17.58;347.98;358.78;67.99;-8.28;-10.80;-19.07;
08.10.2017 02:52:00;-0.33;-0.20;-0.61;-0.27;288.31;15.16;-26.45;-17.45;348.26;358.81;66.00;-8.99;-10.56;-19.55;
08.10.2017 02:53:00;-0.33;-0.21;-0.61;-0.27;288.30;15.15;-26.65;-18.08;348.06;358.71;67.84;-8.57;-10.66;-19.23;
