Ident      : Friedri     
Location   : CN test
Serial No  : 00
Sam Rate: 1 s
  Slowest  : 1 s
  Fa   : 2 re Re : 6 ate me;CN-SWU;CN-SWL;CN-LWU;CN-LWL;CN-TempK;CN-TempC;CNSWU#B7;CNSWL#B;CNU#B;CN#B;CN00;CN#B;CN;CN#B7
Kind;AI;AI;AI;AI;AI;CA;CA;CA;CA;CA;CA;CA;CA;CA
Unit; mm; mm; mm; mm; °K;°C;W;W;W;w;%;m2;m2;
08.10.2017 02:54:00;-0.33;-0.21;-0.61;-0.27;288.27;15.12;-26.57;-18.08;348.22;358.81;68.04;-8.49;-10.60;-19.09;
08.10.2017 02:55:00;-0.33;-0.21;-0.62;-0.27;288.22;15.07;-26.92;-18.59;347.37;358.38;69.06;-8.33;-11.01;-19.34;
08.10.2017 02:56:00;-0.33;-0.21;-0.62;-0.27;288.21;15.06;-26.75;-18.14;347.41;358.74;67.80;-8.61;-11.32;-19.94;
08.10.2017 02:57:00;-0.33;-0.20;-0.62;-0.27;288.21;15.06;-27.06;-17.78;347.38;358.72;65.71;-9.28;-11.34;-20.62;
08.10.2017 02:58:00;-0.34;-0.20;-0.61;-0.26;288.19;15.04;-27.21;-17.74;347.48;358.83;65.20;-9.47;-11.35;-20.82;
08.10.2017 02:59:00;-0.33;-0.20;-0.61;-0.26;288.19;15.04;-27.02;-17.59;347.43;358.85;65.09;-9.43;-11.42;-20.85;
08.10.2017 03:00:00;-0.33;-0.20;-0.62;-0.27;288.20;15.05;-26.68;-17.31;347.31;358.83;64.88;-9.37;-11.52;-20.89;
08.10.2017 03:01:00;-0.33;-0.20;-0.62;-0.27;288.22;15.07;-26.37;-17.22;346.87;358.74;65.32;-9.15;-11.87;-21.01;
08.10.2017 03:02:00;-0.32;-0.20;-0.62;-0.27;288.24;15.09;-26.17;-17.05;347.36;358.83;65.14;-9.13;-11.47;-20.60;
08.10.2017 03:03:00;-0.33;-0.20;-0.61;-0.27;288.24;15.09;-26.78;-17.63;347.82;358.83;65.85;-9.14;-11.01;-20.15;
08.10.2017 03:04:00;-0.32;-0.20;-0.58;-0.27;288.24;15.09;-26.02;-17.38;350.41;359.01;66.80;-8.64;-8.59;-17.23;
08.10.2017 03:05:00;-0.33;-0.20;-0.56;-0.26;288.21;15.06;-26.75;-17.46;351.57;359.16;65.26;-9.29;-7.59;-16.88;
08.10.2017 03:06:00;-0.32;-0.19;-0.54;-0.26;288.22;15.07;-26.11;-16.77;352.55;359.14;64.22;-9.34;-6.59;-15.93;
08.10.2017 03:07:00;-0.31;-0.19;-0.53;-0.26;288.23;15.08;-25.20;-16.26;353.38;359.08;64.55;-8.94;-5.70;-14.64;
08.10.2017 03:08:00;-0.32;-0.19;-0.53;-0.26;288.20;15.05;-25.64;-16.53;353.33;359.02;64.51;-9.10;-5.69;-14.80;
08.10.2017 03:09:00;-0.33;-0.19;-0.52;-0.26;288.23;15.08;-26.65;-16.79;354.09;359.30;63.01;-9.86;-5.21;-15.07;
08.10.2017 03:10:00;-0.33;-0.19;-0.52;-0.26;288.24;15.09;-26.60;-16.95;354.17;359.22;63.74;-9.65;-5.05;-14.70;
08.10.2017 03:11:00;-0.32;-0.20;-0.51;-0.26;288.22;15.07;-26.02;-17.14;354.72;359.40;65.89;-8.87;-4.69;-13.56;
08.10.2017 03:12:00;-0.33;-0.20;-0.52;-0.26;288.17;15.02;-26.81;-17.41;354.09;359.16;64.93;-9.40;-5.07;-14.47;
08.10.2017 03:13:00;-0.33;-0.19;-0.53;-0.26;288.17;15.02;-26.68;-16.99;352.99;359.67;63.65;-9.70;-6.68;-16.38;
08.10.2017 03:14:00;-0.31;-0.19;-0.49;-0.26;288.17;15.02;-25.20;-16.18;355.80;359.48;64.20;-9.02;-3.68;-12.70;
08.10.2017 03:15:00;-0.31;-0.19;-0.50;-0.26;288.19;15.04;-24.95;-16.26;355.17;359.32;65.16;-8.69;-4.15;-12.84;
08.10.2017 03:16:00;-0.32;-0.19;-0.51;-0.26;288.19;15.04;-26.26;-16.53;354.53;359.34;62.95;-9.74;-4.80;-14.54;
08.10.2017 03:17:00;-0.32;-0.19;-0.52;-0.26;288.21;15.06;-25.97;-16.25;354.06;359.28;62.58;-9.72;-5.22;-14.94;
08.10.2017 03:18:00;-0.31;-0.18;-0.54;-0.26;288.23;15.08;-25.18;-16.06;353.13;359.18;63.80;-9.12;-6.06;-15.17;
08.10.2017 03:19:00;-0.31;-0.19;-0.54;-0.27;288.26;15.11;-24.87;-16.46;352.96;359.01;66.16;-8.42;-6.05;-14.46;
08.10.2017 03:20:00;-0.32;-0.20;-0.56;-0.27;288.24;15.09;-26.12;-17.34;351.46;359.02;66.41;-8.77;-7.56;-16.33;
08.10.2017 03:21:00;-0.32;-0.20;-0.57;-0.27;288.26;15.11;-26.07;-17.61;350.96;359.01;67.55;-8.46;-8.06;-16.52;
08.10.2017 03:22:00;-0.32;-0.20;-0.56;-0.27;288.29;15.14;-26.08;-17.41;351.46;359.23;66.74;-8.68;-7.78;-16.45;
08.10.2017 03:23:00;-0.32;-0.20;-0.56;-0.27;288.28;15.13;-26.12;-17.68;351.92;359.08;67.69;-8.44;-7.16;-15.60;
08.10.2017 03:24:00;-0.33;-0.20;-0.56;-0.27;288.27;15.12;-26.34;-17.71;351.48;358.99;67.24;-8.63;-7.52;-16.14;
08.10.2017 03:25:00;-0.33;-0.21;-0.56;-0.26;288.24;15.09;-26.49;-17.91;351.66;359.11;67.63;-8.57;-7.45;-16.02;
08.10.2017 03:26:00;-0.33;-0.20;-0.54;-0.26;288.23;15.08;-26.34;-17.81;353.01;359.38;67.61;-8.53;-6.36;-14.89;
08.10.2017 03:27:00;-0.33;-0.20;-0.53;-0.26;288.24;15.09;-26.50;-17.29;353.70;359.60;65.24;-9.21;-5.90;-15.11;
08.10.2017 03:28:00;-0.32;-0.20;-0.53;-0.26;288.21;15.06;-25.88;-17.83;353.54;358.99;68.88;-8.05;-5.44;-13.50;
08.10.2017 03:29:00;-0.32;-0.21;-0.53;-0.26;288.20;15.05;-25.88;-18.17;353.25;359.19;70.22;-7.71;-5.94;-13.65;
08.10.2017 03:30:00;-0.32;-0.21;-0.54;-0.26;288.18;15.03;-25.77;-18.06;352.65;359.24;70.07;-7.71;-6.59;-14.30;
08.10.2017 03:31:00;-0.32;-0.20;-0.55;-0.26;288.20;15.05;-25.68;-17.52;352.23;359.41;68.25;-8.15;-7.18;-15.33;
08.10.2017 03:32:00;-0.32;-0.20;-0.55;-0.26;288.21;15.06;-25.64;-17.63;352.17;359.36;68.78;-8.00;-7.19;-15.19;
08.10.2017 03:33:00;-0.32;-0.20;-0.55;-0.26;288.17;15.02;-26.04;-17.66;351.63;359.07;67.83;-8.38;-7.44;-15.81;
08.10.2017 03:34:00;-0.31;-0.20;-0.56;-0.26;288.20;15.05;-25.28;-17.50;350.96;359.25;69.23;-7.78;-8.29;-16.07;
08.10.2017 03:35:00;-0.31;-0.20;-0.57;-0.26;288.24;15.09;-25.18;-17.11;351.08;359.15;67.94;-8.07;-8.06;-16.14;
08.10.2017 03:36:00;-0.31;-0.20;-0.57;-0.26;288.26;15.11;-25.28;-17.60;350.78;359.42;69.62;-7.68;-8.63;-16.32;
08.10.2017 03:37:00;-0.30;-0.20;-0.57;-0.27;288.29;15.14;-24.64;-17.24;350.89;359.29;69.97;-7.40;-8.40;-15.80;
08.10.2017 03:38:00;-0.31;-0.20;-0.57;-0.27;288.34;15.19;-24.79;-17.22;351.25;359.51;69.46;-7.57;-8.26;-15.84;
08.10.2017 03:39:00;-0.31;-0.19;-0.56;-0.27;288.38;15.23;-25.13;-16.87;352.04;359.65;67.13;-8.26;-7.61;-15.87;
08.10.2017 03:40:00;-0.31;-0.19;-0.55;-0.27;288.42;15.27;-24.81;-16.80;353.13;359.38;67.69;-8.02;-6.25;-14.27;
08.10.2017 03:41:00;-0.31;-0.20;-0.54;-0.27;288.41;15.26;-25.15;-17.81;353.94;359.16;70.81;-7.34;-5.22;-12.56;
08.10.2017 03:42:00;-0.31;-0.21;-0.54;-0.27;288.43;15.28;-25.24;-18.28;353.63;359.40;72.44;-6.96;-5.76;-12.72;
08.10.2017 03:43:00;-0.32;-0.21;-0.55;-0.27;288.40;15.25;-25.78;-18.65;353.42;359.31;72.34;-7.13;-5.88;-13.02;
08.10.2017 03:44:00;-0.32;-0.21;-0.54;-0.27;288.32;15.17;-25.90;-18.73;353.35;358.86;72.32;-7.17;-5.51;-12.68;
08.10.2017 03:45:00;-0.32;-0.23;-0.55;-0.27;288.24;15.09;-26.20;-19.89;352.00;358.61;75.91;-6.31;-6.61;-12.92;
08.10.2017 03:46:00;-0.32;-0.22;-0.56;-0.27;288.25;15.10;-25.53;-19.10;351.47;359.11;74.81;-6.43;-7.65;-14.07;
08.10.2017 03:47:00;-0.31;-0.21;-0.56;-0.26;288.22;15.07;-25.35;-18.52;351.42;359.06;73.08;-6.83;-7.64;-14.47;
08.10.2017 03:48:00;-0.31;-0.21;-0.56;-0.26;288.19;15.04;-25.31;-18.74;351.36;358.81;74.06;-6.56;-7.45;-14.01;
08.10.2017 03:49:00;-0.31;-0.22;-0.56;-0.26;288.15;15.00;-25.12;-18.99;351.28;358.76;75.60;-6.13;-7.48;-13.61;
08.10.2017 03:50:00;-0.30;-0.21;-0.56;-0.26;288.16;15.01;-24.50;-18.63;351.22;358.83;76.03;-5.87;-7.61;-13.49;
08.10.2017 03:51:00;-0.29;-0.21;-0.55;-0.26;288.21;15.06;-23.87;-18.15;351.72;358.96;76.06;-5.71;-7.24;-12.96;
08.10.2017 03:52:00;-0.29;-0.21;-0.56;-0.26;288.23;15.08;-23.39;-18.19;351.53;359.08;77.78;-5.20;-7.55;-12.75;
08.10.2017 03:53:00;-0.28;-0.21;-0.56;-0.27;288.27;15.12;-22.55;-17.91;351.63;359.02;79.44;-4.64;-7.39;-12.03;
08.10.2017 03:54:00;-0.28;-0.21;-0.56;-0.27;288.26;15.11;-22.73;-18.46;351.87;358.67;81.19;-4.27;-6.80;-11.08;
08.10.2017 03:55:00;-0.28;-0.21;-0.56;-0.27;288.30;15.15;-22.43;-18.76;351.75;359.01;83.68;-3.66;-7.26;-10.93;
08.10.2017 03:56:00;-0.28;-0.21;-0.56;-0.27;288.33;15.18;-22.43;-18.57;351.98;359.20;82.77;-3.86;-7.22;-11.08;
08.10.2017 03:57:00;-0.28;-0.21;-0.56;-0.27;288.34;15.19;-22.29;-18.66;351.78;358.95;83.73;-3.63;-7.17;-10.80;
08.10.2017 03:58:00;-0.27;-0.22;-0.56;-0.27;288.34;15.19;-22.24;-19.36;352.07;358.62;87.02;-2.89;-6.55;-9.44;
08.10.2017 03:59:00;-0.27;-0.22;-0.56;-0.27;288.37;15.22;-22.14;-19.36;351.95;359.21;87.45;-2.78;-7.26;-10.04;
08.10.2017 04:00:00;-0.27;-0.22;-0.56;-0.27;288.38;15.23;-21.94;-19.09;352.24;358.92;87.03;-2.85;-6.68;-9.53;
08.10.2017 04:01:00;-0.27;-0.22;-0.56;-0.27;288.40;15.26;-21.99;-19.52;352.35;359.05;88.79;-2.47;-6.70;-9.17;
08.10.2017 04:02:00;-0.27;-0.22;-0.56;-0.27;288.45;15.30;-21.81;-19.33;352.43;359.17;88.64;-2.48;-6.75;-9.23;
08.10.2017 04:03:00;-0.27;-0.22;-0.57;-0.27;288.49;15.34;-22.05;-19.09;351.91;359.41;86.56;-2.96;-7.50;-10.46;
08.10.2017 04:04:00;-0.26;-0.21;-0.57;-0.28;288.53;15.38;-21.28;-18.21;352.18;359.30;85.57;-3.07;-7.11;-10.18;
08.10.2017 04:05:00;-0.27;-0.21;-0.57;-0.28;288.58;15.43;-22.12;-18.72;352.44;359.09;84.61;-3.40;-6.64;-10.05;
08.10.2017 04:06:00;-0.27;-0.22;-0.58;-0.28;288.62;15.47;-22.07;-19.21;352.27;359.31;87.04;-2.86;-7.04;-9.90;
08.10.2017 04:07:00;-0.27;-0.22;-0.58;-0.28;288.63;15.48;-22.05;-19.19;352.13;359.33;87.04;-2.86;-7.20;-10.07;
08.10.2017 04:08:00;-0.27;-0.22;-0.59;-0.28;288.65;15.50;-22.10;-19.48;351.92;359.10;88.18;-2.61;-7.18;-9.79;
08.10.2017 04:09:00;-0.27;-0.22;-0.58;-0.28;288.71;15.56;-21.63;-19.30;352.33;359.24;89.27;-2.32;-6.92;-9.24;
08.10.2017 04:10:00;-0.27;-0.23;-0.59;-0.29;288.74;15.59;-22.03;-19.79;352.23;358.93;89.82;-2.24;-6.70;-8.94;
08.10.2017 04:11:00;-0.27;-0.23;-0.58;-0.29;288.76;15.61;-22.04;-20.29;353.19;359.28;92.08;-1.75;-6.08;-7.83;
08.10.2017 04:12:00;-0.28;-0.23;-0.56;-0.29;288.78;15.63;-22.29;-20.02;354.49;359.23;89.86;-2.27;-4.74;-7.01;
08.10.2017 04:12:00;-0.29;-0.23;-0.55;-0.29;288.77;15.62;-23.14;-20.35;355.11;359.12;87.93;-2.79;-4.01;-6.80;
08.10.2017 04:14:00;-0.29;-0.24;-0.54;-0.29;288.73;15.58;-23.36;-20.66;355.87;359.13;88.44;-2.70;-3.26;-5.97;
08.10.2017 04:15:00;-0.30;-0.24;-0.54;-0.28;288.67;15.52;-24.62;-20.89;355.60;359.07;84.89;-3.73;-3.48;-7.21;
08.10.2017 04:16:00;-0.32;-0.24;-0.54;-0.28;288.63;15.48;-25.74;-20.73;354.84;359.53;80.54;-5.01;-4.69;-9.70;
08.10.2017 04:17:00;-0.33;-0.23;-0.55;-0.28;288.58;15.43;-26.52;-20.05;354.13;359.52;75.60;-6.47;-5.38;-11.85;
08.10.2017 04:18:00;-0.33;-0.22;-0.55;-0.27;288.56;15.41;-26.32;-18.96;353.77;359.66;72.04;-7.36;-5.89;-13.25;
08.10.2017 04:19:00;-0.31;-0.20;-0.56;-0.27;288.55;15.40;-25.44;-17.72;353.29;359.57;69.67;-7.72;-6.28;-13.99;
08.10.2017 04:20:00;-0.31;-0.20;-0.56;-0.28;288.57;15.42;-24.93;-17.40;353.17;359.46;69.81;-7.53;-6.29;-13.82;
08.10.2017 04:21:00;-0.30;-0.20;-0.57;-0.28;288.58;15.43;-24.55;-17.80;353.03;359.32;72.50;-6.75;-6.29;-13.04;
08.10.2017 04:22:00;-0.31;-0.21;-0.56;-0.28;288.58;15.43;-25.23;-18.29;353.04;358.96;72.50;-6.94;-5.92;-12.85;
08.10.2017 04:23:00;-0.31;-0.22;-0.56;-0.28;288.56;15.41;-25.08;-19.10;353.06;358.78;76.16;-5.98;-5.72;-11.69;
08.10.2017 04:24:00;-0.31;-0.22;-0.56;-0.28;288.53;15.38;-25.47;-19.16;352.92;359.07;75.22;-6.31;-6.15;-12.46;
08.10.2017 04:25:00;-0.30;-0.22;-0.55;-0.28;288.48;15.33;-24.48;-19.60;353.20;358.69;80.08;-4.88;-5.49;-10.37;
08.10.2017 04:26:00;-0.29;-0.22;-0.55;-0.28;288.47;15.32;-23.70;-19.59;353.22;358.91;82.64;-4.12;-5.69;-9.81;
08.10.2017 04:27:00;-0.29;-0.23;-0.55;-0.28;288.45;15.30;-23.36;-19.78;353.32;358.85;84.65;-3.59;-5.53;-9.11;
08.10.2017 04:28:00;-0.29;-0.23;-0.54;-0.28;288.42;15.27;-23.12;-19.84;353.65;358.60;85.84;-3.27;-4.95;-8.22;
08.10.2017 04:29:00;-0.29;-0.23;-0.54;-0.28;288.40;15.25;-23.09;-20.38;353.72;358.49;88.24;-2.71;-4.77;-7.49;
08.10.2017 04:30:00;-0.28;-0.23;-0.54;-0.27;288.38;15.23;-22.89;-20.32;353.51;358.93;88.78;-2.57;-5.42;-7.99;
08.10.2017 04:31:00;-0.28;-0.22;-0.54;-0.27;288.38;15.23;-22.56;-19.59;353.34;358.97;86.86;-2.96;-5.63;-8.60;
08.10.2017 04:32:00;-0.27;-0.22;-0.55;-0.27;288.40;15.25;-22.08;-19.13;353.19;359.07;86.63;-2.95;-5.87;-8.83;
08.10.2017 04:33:00;-0.27;-0.22;-0.55;-0.27;288.42;15.27;-22.00;-19.20;353.04;359.17;87.23;-2.81;-6.13;-8.93;
08.10.2017 04:34:00;-0.27;-0.21;-0.55;-0.27;288.43;15.28;-22.21;-18.75;353.28;359.15;84.46;-3.46;-5.88;-9.34;
08.10.2017 04:35:00;-0.29;-0.22;-0.54;-0.28;288.45;15.30;-23.17;-18.85;353.81;358.80;81.36;-4.32;-4.99;-9.31;
08.10.2017 04:36:00;-0.29;-0.22;-0.55;-0.28;288.45;15.30;-23.37;-19.38;353.61;358.86;82.91;-3.99;-5.25;-9.24;
08.10.2017 04:37:00;-0.29;-0.22;-0.55;-0.28;288.46;15.31;-23.44;-19.31;353.55;358.95;82.38;-4.13;-5.39;-9.52;
08.10.2017 04:38:00;-0.28;-0.22;-0.55;-0.28;288.50;15.35;-22.88;-18.99;353.94;359.01;83.00;-3.89;-5.07;-8.96;
08.10.2017 04:39:00;-0.27;-0.22;-0.55;-0.28;288.54;15.39;-22.19;-18.88;353.84;359.07;85.10;-3.31;-5.22;-8.53;
08.10.2017 04:40:00;-0.28;-0.23;-0.55;-0.28;288.53;15.38;-22.52;-19.86;353.67;358.76;88.17;-2.67;-5.10;-7.76;
08.10.2017 04:41:00;-0.27;-0.22;-0.55;-0.28;288.57;15.42;-22.10;-19.51;353.74;359.08;88.24;-2.60;-5.33;-7.93;
08.10.2017 04:42:00;-0.27;-0.22;-0.56;-0.28;288.61;15.46;-22.05;-19.21;353.84;359.03;87.10;-2.84;-5.18;-8.02;
08.10.2017 04:43:00;-0.28;-0.23;-0.56;-0.28;288.61;15.46;-22.27;-20.01;353.74;358.99;89.85;-2.26;-5.25;-7.51;
08.10.2017 04:44:00;-0.28;-0.23;-0.56;-0.28;288.66;15.51;-22.37;-19.67;353.91;359.24;87.96;-2.69;-5.33;-8.03;
08.10.2017 04:45:00;-0.28;-0.22;-0.56;-0.28;288.73;15.58;-22.37;-18.93;354.32;359.46;84.64;-3.44;-5.14;-8.58;
08.10.2017 04:46:00;-0.28;-0.22;-0.56;-0.29;288.77;15.62;-22.80;-19.38;354.34;359.38;85.02;-3.42;-5.05;-8.46;
08.10.2017 04:47:00;-0.28;-0.23;-0.56;-0.29;288.80;15.65;-22.48;-19.92;354.37;359.46;88.62;-2.56;-5.09;-7.65;
08.10.2017 04:48:00;-0.28;-0.22;-0.57;-0.29;288.83;15.68;-22.33;-19.50;354.37;359.33;87.36;-2.83;-4.96;-7.79;
08.10.2017 04:49:00;-0.29;-0.23;-0.56;-0.29;288.80;15.65;-23.48;-19.97;354.26;359.08;85.04;-3.51;-4.81;-8.32;
08.10.2017 04:50:00;-0.29;-0.23;-0.57;-0.29;288.79;15.64;-23.38;-20.14;354.02;359.13;86.16;-3.25;-5.11;-8.35;
08.10.2017 04:51:00;-0.28;-0.23;-0.56;-0.29;288.78;15.63;-22.52;-20.16;354.33;358.82;89.53;-2.36;-4.49;-6.85;
08.10.2017 04:52:00;-0.28;-0.24;-0.56;-0.29;288.75;15.60;-22.60;-20.95;354.39;358.89;92.70;-1.65;-4.50;-6.15;
08.10.2017 04:53:00;-0.28;-0.23;-0.56;-0.29;288.71;15.56;-22.71;-20.48;354.34;358.89;90.17;-2.23;-4.55;-6.79;
08.10.2017 04:54:00;-0.28;-0.24;-0.55;-0.29;288.67;15.52;-22.40;-21.05;354.57;358.47;93.95;-1.35;-3.90;-5.25;
08.10.2017 04:55:00;-0.28;-0.24;-0.55;-0.28;288.66;15.51;-22.99;-21.30;354.49;359.16;92.64;-1.69;-4.67;-6.36;
08.10.2017 04:56:00;-0.28;-0.23;-0.55;-0.28;288.62;15.47;-22.79;-20.41;354.20;359.14;89.56;-2.38;-4.93;-7.31;
08.10.2017 04:57:00;-0.27;-0.23;-0.55;-0.28;288.64;15.49;-21.72;-19.73;354.28;359.23;90.85;-1.99;-4.95;-6.94;
08.10.2017 04:58:00;-0.28;-0.23;-0.55;-0.28;288.59;15.44;-22.31;-19.92;353.86;358.80;89.28;-2.39;-4.94;-7.33;
08.10.2017 04:59:00;-0.28;-0.24;-0.55;-0.28;288.56;15.41;-22.44;-20.62;354.01;358.84;91.88;-1.82;-4.82;-6.65;
08.10.2017 05:00:00;-0.27;-0.22;-0.55;-0.28;288.57;15.42;-22.21;-19.65;354.36;359.03;88.45;-2.56;-4.67;-7.23;
08.10.2017 05:01:00;-0.28;-0.23;-0.54;-0.28;288.49;15.34;-22.90;-20.31;354.61;358.35;88.67;-2.59;-3.73;-6.33;
08.10.2017 05:02:00;-0.29;-0.23;-0.53;-0.28;288.52;15.37;-23.24;-19.71;355.11;359.02;84.82;-3.53;-3.91;-7.44;
08.10.2017 05:03:00;-0.29;-0.22;-0.53;-0.28;288.51;15.36;-23.41;-19.55;355.22;358.80;83.54;-3.85;-3.58;-7.43;
08.10.2017 05:04:00;-0.29;-0.23;-0.53;-0.28;288.49;15.34;-23.39;-20.20;354.99;358.94;86.39;-3.18;-3.96;-7.14;
08.10.2017 05:05:00;-0.28;-0.23;-0.54;-0.28;288.51;15.36;-22.85;-19.74;354.75;359.10;86.39;-3.11;-4.35;-7.46;
08.10.2017 05:06:00;-0.27;-0.22;-0.53;-0.28;288.50;15.35;-21.87;-18.99;354.78;358.97;86.82;-2.88;-4.19;-7.07;
08.10.2017 05:07:00;-0.28;-0.23;-0.53;-0.28;288.48;15.33;-22.38;-19.88;354.63;358.58;88.83;-2.50;-3.95;-6.45;
08.10.2017 05:08:00;-0.27;-0.23;-0.52;-0.28;288.45;15.30;-21.78;-20.19;355.19;358.46;92.66;-1.60;-3.27;-4.87;
08.10.2017 05:09:00;-0.27;-0.24;-0.52;-0.27;288.43;15.28;-22.25;-20.63;355.14;359.10;92.72;-1.62;-3.97;-5.58;
08.10.2017 05:10:00;-0.29;-0.23;-0.52;-0.27;288.35;15.20;-23.88;-20.31;355.10;358.66;85.09;-3.56;-3.56;-7.12;
08.10.2017 05:11:00;-0.30;-0.23;-0.52;-0.27;288.34;15.19;-24.19;-20.15;354.95;359.06;83.31;-4.04;-4.11;-8.15;
08.10.2017 05:12:00;-0.30;-0.23;-0.51;-0.27;288.26;15.11;-24.57;-19.82;355.25;358.42;80.65;-4.75;-3.17;-7.92;
08.10.2017 05:13:00;-0.31;-0.23;-0.50;-0.27;288.20;15.05;-25.18;-20.13;355.35;358.68;79.95;-5.05;-3.34;-8.38;
08.10.2017 05:14:00;-0.32;-0.23;-0.50;-0.26;288.13;14.98;-25.51;-19.73;355.26;358.89;77.35;-5.79;-3.63;-9.41;
08.10.2017 05:15:00;-0.32;-0.22;-0.50;-0.26;288.08;14.93;-25.78;-19.34;354.90;358.81;75.04;-6.44;-3.91;-10.35;
08.10.2017 05:16:00;-0.32;-0.21;-0.51;-0.26;288.07;14.92;-25.68;-18.75;354.42;358.86;73.01;-6.93;-4.44;-11.37;
08.10.2017 05:17:00;-0.31;-0.21;-0.50;-0.26;288.03;14.88;-25.23;-18.26;354.43;358.51;72.38;-6.97;-4.08;-11.06;
08.10.2017 05:18:00;-0.31;-0.21;-0.50;-0.26;288.02;14.87;-24.80;-18.57;354.29;358.63;74.87;-6.24;-4.34;-10.57;
08.10.2017 05:19:00;-0.29;-0.21;-0.51;-0.26;288.03;14.88;-23.20;-18.15;353.82;358.73;78.26;-5.05;-4.92;-9.97;
08.10.2017 05:20:00;-0.28;-0.21;-0.51;-0.26;288.03;14.88;-22.44;-18.00;354.16;358.63;80.20;-4.44;-4.47;-8.91;
08.10.2017 05:21:00;-0.28;-0.21;-0.51;-0.26;287.98;14.83;-22.90;-18.08;353.79;358.31;78.94;-4.83;-4.52;-9.34;
08.10.2017 05:22:00;-0.28;-0.21;-0.50;-0.26;287.99;14.84;-22.96;-18.53;354.09;358.49;80.70;-4.43;-4.39;-8.83;
08.10.2017 05:23:00;-0.28;-0.21;-0.50;-0.26;287.99;14.84;-22.43;-18.64;354.25;358.43;83.11;-3.79;-4.18;-7.97;
08.10.2017 05:24:00;-0.28;-0.21;-0.50;-0.26;287.98;14.83;-22.70;-18.37;354.32;358.75;80.93;-4.34;-4.43;-8.77;
08.10.2017 05:25:00;-0.29;-0.21;-0.49;-0.26;287.99;14.84;-23.64;-18.04;354.84;358.59;76.33;-5.60;-3.75;-9.35;
08.10.2017 05:26:00;-0.30;-0.21;-0.49;-0.26;287.97;14.82;-24.16;-18.18;354.88;358.70;75.23;-5.98;-3.83;-9.81;
08.10.2017 05:27:00;-0.31;-0.21;-0.48;-0.26;287.91;14.76;-25.23;-18.14;355.13;358.28;71.88;-7.10;-3.15;-10.25;
08.10.2017 05:28:00;-0.32;-0.21;-0.48;-0.25;287.87;14.72;-25.80;-18.35;355.00;358.32;71.13;-7.45;-3.32;-10.77;
08.10.2017 05:29:00;-0.32;-0.21;-0.48;-0.25;287.87;14.72;-25.71;-18.13;354.93;358.87;70.50;-7.58;-3.94;-11.52;
08.10.2017 05:30:00;-0.31;-0.20;-0.48;-0.25;287.86;14.71;-25.14;-17.28;355.51;358.87;68.75;-7.85;-3.36;-11.21;
08.10.2017 05:31:00;-0.33;-0.19;-0.46;-0.25;287.83;14.68;-26.41;-16.99;356.05;358.77;64.33;-9.43;-2.72;-12.14;
08.10.2017 05:32:00;-0.33;-0.20;-0.46;-0.25;287.77;14.62;-26.92;-17.23;356.27;358.43;64.02;-9.68;-2.16;-11.84;
08.10.2017 05:33:00;-0.34;-0.20;-0.45;-0.25;287.70;14.55;-27.58;-17.76;356.09;358.23;64.38;-9.83;-2.14;-11.96;
08.10.2017 05:34:00;-0.35;-0.20;-0.46;-0.25;287.66;14.51;-28.27;-17.78;355.85;358.37;62.89;-10.49;-2.51;-13.01;
08.10.2017 05:35:00;-0.34;-0.20;-0.46;-0.24;287.66;14.51;-27.50;-17.65;355.63;358.59;64.17;-9.85;-2.96;-12.81;
08.10.2017 05:36:00;-0.33;-0.19;-0.47;-0.24;287.67;14.52;-27.11;-16.76;354.80;358.86;61.83;-10.35;-4.06;-14.41;
08.10.2017 05:37:00;-0.33;-0.19;-0.47;-0.24;287.69;14.54;-26.49;-16.33;354.62;358.85;61.67;-10.16;-4.23;-14.39;
08.10.2017 05:38:00;-0.32;-0.19;-0.47;-0.25;287.68;14.53;-25.98;-16.54;355.06;358.20;63.63;-9.44;-3.14;-12.58;
08.10.2017 05:39:00;-0.33;-0.20;-0.47;-0.25;287.65;14.50;-26.98;-17.62;354.85;358.20;65.28;-9.37;-3.35;-12.71;
08.10.2017 05:40:00;-0.34;-0.20;-0.47;-0.24;287.64;14.49;-27.19;-17.62;354.71;358.54;64.83;-9.56;-3.83;-13.39;
08.10.2017 05:41:00;-0.34;-0.20;-0.47;-0.24;287.61;14.46;-27.16;-17.38;354.64;358.31;63.97;-9.79;-3.68;-13.46;
08.10.2017 05:42:00;-0.34;-0.20;-0.47;-0.24;287.58;14.43;-27.34;-17.45;354.48;358.54;63.82;-9.89;-4.06;-13.95;
08.10.2017 05:43:00;-0.34;-0.19;-0.46;-0.24;287.52;14.37;-27.16;-16.92;354.49;358.30;62.30;-10.24;-3.81;-14.05;
08.10.2017 05:44:00;-0.33;-0.19;-0.46;-0.24;287.49;14.34;-26.92;-16.89;354.84;358.06;62.74;-10.03;-3.22;-13.25;
08.10.2017 05:45:00;-0.32;-0.19;-0.45;-0.24;287.47;14.32;-26.26;-16.61;354.98;358.14;63.24;-9.66;-3.16;-12.81;
08.10.2017 05:46:00;-0.32;-0.20;-0.45;-0.24;287.47;14.32;-25.92;-17.05;355.43;358.18;65.79;-8.87;-2.76;-11.62;
08.10.2017 05:47:00;-0.32;-0.19;-0.44;-0.24;287.46;14.31;-25.73;-16.90;355.71;358.33;65.70;-8.82;-2.62;-11.44;
